EEPBDCDJ_00001	0	1356
EEPBDCDJ_00002	1513	2650
EEPBDCDJ_00003	2780	3476
EEPBDCDJ_00004	3450	3645
EEPBDCDJ_00005	3778	4894
EEPBDCDJ_00006	4970	5540
EEPBDCDJ_00007	5532	9042
EEPBDCDJ_00008	9140	9257
EEPBDCDJ_00009	9455	9728
EEPBDCDJ_00010	9714	10086
EEPBDCDJ_00011	10222	11509
EEPBDCDJ_00012	11513	12779
EEPBDCDJ_00013	12756	13326
EEPBDCDJ_00014	13347	15330
EEPBDCDJ_00015	15571	16426
EEPBDCDJ_00016	16610	16784
EEPBDCDJ_00017	17224	17911
EEPBDCDJ_00039	25448	26213
EEPBDCDJ_00040	26265	26721
EEPBDCDJ_00041	26823	28302
EEPBDCDJ_00042	28444	29413
EEPBDCDJ_00043	29606	30782
EEPBDCDJ_00044	30771	31527
EEPBDCDJ_00045	31698	32694
EEPBDCDJ_00046	32709	32952
EEPBDCDJ_00047	33076	33787
EEPBDCDJ_00048	33838	37564
EEPBDCDJ_00049	37732	39196
EEPBDCDJ_00050	39240	40260
EEPBDCDJ_00051	40259	40811
EEPBDCDJ_00052	40867	41029
EEPBDCDJ_00053	41036	42584
EEPBDCDJ_00054	43249	43708
EEPBDCDJ_00055	43715	44006
EEPBDCDJ_00056	44469	44901
EEPBDCDJ_00057	44920	45301
EEPBDCDJ_00058	45297	47091
EEPBDCDJ_00059	48016	49501
EEPBDCDJ_00060	49560	50853
EEPBDCDJ_00061	51123	53067
EEPBDCDJ_00062	53284	54172
EEPBDCDJ_00063	54255	54879
EEPBDCDJ_00064	54952	55102
EEPBDCDJ_00065	55570	55846
EEPBDCDJ_00066	55967	56174
EEPBDCDJ_00067	56755	57064
EEPBDCDJ_00068	57141	57768
EEPBDCDJ_00069	57791	58415
EEPBDCDJ_00070	58414	58711
EEPBDCDJ_00071	58728	59562
EEPBDCDJ_00072	59658	59937
EEPBDCDJ_00073	59952	60297
EEPBDCDJ_00074	60309	60963
EEPBDCDJ_00075	60966	61380
EEPBDCDJ_00076	61389	61596
EEPBDCDJ_00077	61623	61884
EEPBDCDJ_00078	61908	62277
EEPBDCDJ_00079	62356	62662
EEPBDCDJ_00080	62690	63233
EEPBDCDJ_00081	63250	63436
EEPBDCDJ_00082	63642	64041
EEPBDCDJ_00083	64184	64721
EEPBDCDJ_00084	64824	65181
EEPBDCDJ_00085	65199	65694
EEPBDCDJ_00086	65708	65891
EEPBDCDJ_00087	66029	66470
EEPBDCDJ_00088	66485	67790
EEPBDCDJ_00089	67886	68528
EEPBDCDJ_00090	68647	68866
EEPBDCDJ_00091	68891	69008
EEPBDCDJ_00092	69026	69392
EEPBDCDJ_00093	69409	69793
EEPBDCDJ_00094	69841	70780
EEPBDCDJ_00095	70794	71181
EEPBDCDJ_00096	71672	72131
EEPBDCDJ_00097	72791	73349
EEPBDCDJ_00098	73382	73907
EEPBDCDJ_00128	86628	87477
EEPBDCDJ_00129	87552	87999
EEPBDCDJ_00130	87995	88706
EEPBDCDJ_00131	88695	89514
EEPBDCDJ_00132	89587	90844
EEPBDCDJ_00133	91003	93328
EEPBDCDJ_00134	93670	97243
EEPBDCDJ_00135	97420	101059
EEPBDCDJ_00136	101228	101558
EEPBDCDJ_00137	101667	102609
EEPBDCDJ_00138	102598	103576
EEPBDCDJ_00139	103575	103869
EEPBDCDJ_00140	103852	104284
EEPBDCDJ_00141	104312	104531
EEPBDCDJ_00142	104484	104952
EEPBDCDJ_00143	104923	105229
EEPBDCDJ_00144	105310	106267
EEPBDCDJ_00145	106319	107519
EEPBDCDJ_00146	107680	107881
EEPBDCDJ_00147	107890	108100
EEPBDCDJ_00148	108112	108565
EEPBDCDJ_00149	108576	109212
EEPBDCDJ_00150	109390	110290
EEPBDCDJ_00151	110763	112026
EEPBDCDJ_00152	112015	112465
EEPBDCDJ_00153	112464	112953
EEPBDCDJ_00154	112939	114031
EEPBDCDJ_00155	114050	114329
EEPBDCDJ_00156	114362	115661
EEPBDCDJ_00157	115770	116511
EEPBDCDJ_00158	116601	117669
EEPBDCDJ_00159	117762	118080
EEPBDCDJ_00160	118072	118390
EEPBDCDJ_00161	118398	119025
EEPBDCDJ_00162	119454	119850
EEPBDCDJ_00163	119999	121043
EEPBDCDJ_00164	121045	121273
EEPBDCDJ_00165	121400	122207
EEPBDCDJ_00166	122360	123326
EEPBDCDJ_00167	123325	124642
EEPBDCDJ_00168	124638	125322
EEPBDCDJ_00169	125314	126619
EEPBDCDJ_00170	126786	127215
EEPBDCDJ_00171	127233	127728
EEPBDCDJ_00172	127939	128788
EEPBDCDJ_00173	128789	129623
EEPBDCDJ_00174	129650	129935
EEPBDCDJ_00175	130531	132508
EEPBDCDJ_00176	132507	133311
EEPBDCDJ_00177	133520	133805
EEPBDCDJ_00178	133870	135499
EEPBDCDJ_00179	135664	136570
EEPBDCDJ_00180	137446	138739
EEPBDCDJ_00181	139112	140732
EEPBDCDJ_00182	140822	141683
EEPBDCDJ_00183	141740	141938
EEPBDCDJ_00184	142576	142825
EEPBDCDJ_00185	143664	144873
EEPBDCDJ_00186	145459	145771
EEPBDCDJ_00187	145908	148266
EEPBDCDJ_00188	148317	148470
EEPBDCDJ_00189	148541	148718
EEPBDCDJ_00190	148916	149456
EEPBDCDJ_00191	149545	150259
EEPBDCDJ_00192	150368	151214
EEPBDCDJ_00193	151346	153848
EEPBDCDJ_00194	154126	155032
EEPBDCDJ_00195	155249	155471
EEPBDCDJ_00196	155519	156839
EEPBDCDJ_00197	157110	157977
EEPBDCDJ_00198	158184	159369
EEPBDCDJ_00199	159371	160010
EEPBDCDJ_00200	159976	160936
EEPBDCDJ_00201	160937	162209
EEPBDCDJ_00202	162250	163504
EEPBDCDJ_00203	163505	164732
EEPBDCDJ_00204	165024	165360
EEPBDCDJ_00205	165418	165697
EEPBDCDJ_00206	165693	166206
EEPBDCDJ_00208	166675	167944
EEPBDCDJ_00209	167933	168428
EEPBDCDJ_00210	168491	168962
EEPBDCDJ_00211	168990	169863
EEPBDCDJ_00212	170193	171147
EEPBDCDJ_00213	171147	171891
EEPBDCDJ_00214	172053	172851
EEPBDCDJ_00215	172804	173071
EEPBDCDJ_00216	173336	175520
EEPBDCDJ_00217	175623	176439
EEPBDCDJ_00218	176722	177760
EEPBDCDJ_00219	177867	178347
EEPBDCDJ_00220	178595	178817
EEPBDCDJ_00221	178926	179055
EEPBDCDJ_00222	179149	179479
EEPBDCDJ_00223	179606	180215
EEPBDCDJ_00224	180267	180993
EEPBDCDJ_00225	181068	182019
EEPBDCDJ_00226	182759	184052
EEPBDCDJ_00227	184167	185013
EEPBDCDJ_00228	185043	185877
EEPBDCDJ_00229	185910	186348
EEPBDCDJ_00230	186490	186766
EEPBDCDJ_00231	186832	187450
EEPBDCDJ_00232	187501	188563
EEPBDCDJ_00233	188638	189352
EEPBDCDJ_00234	189496	190246
EEPBDCDJ_00235	190254	190557
EEPBDCDJ_00236	190638	190893
EEPBDCDJ_00237	190998	191856
EEPBDCDJ_00238	192132	194352
EEPBDCDJ_00239	194411	194855
EEPBDCDJ_00240	194943	195792
EEPBDCDJ_00241	195892	197026
EEPBDCDJ_00242	197163	197934
EEPBDCDJ_00243	198231	198657
EEPBDCDJ_00244	198673	199189
EEPBDCDJ_00245	199200	200133
