GeneID	ContigID	Start	End
DGOAAOJC_00001	NZ_CP008790.1	0	1101
DGOAAOJC_00002	NZ_CP008790.1	1446	1728
DGOAAOJC_00003	NZ_CP008790.1	2137	2572
DGOAAOJC_00004	NZ_CP008790.1	2589	3705
DGOAAOJC_00005	NZ_CP008790.1	3973	4582
DGOAAOJC_00006	NZ_CP008790.1	4586	5108
DGOAAOJC_00007	NZ_CP008790.1	5110	5632
DGOAAOJC_00008	NZ_CP008790.1	5728	6202
DGOAAOJC_00009	NZ_CP008790.1	6191	6506
DGOAAOJC_00010	NZ_CP008790.1	6510	7365
DGOAAOJC_00011	NZ_CP008790.1	7364	8324
DGOAAOJC_00012	NZ_CP008790.1	8339	9200
DGOAAOJC_00013	NZ_CP008790.1	9233	9662
DGOAAOJC_00014	NZ_CP008790.1	9718	10078
DGOAAOJC_00015	NZ_CP008790.1	10077	10524
DGOAAOJC_00016	NZ_CP008790.1	10520	11039
DGOAAOJC_00017	NZ_CP008790.1	11041	11269
DGOAAOJC_00018	NZ_CP008790.1	11255	12113
DGOAAOJC_00019	NZ_CP008790.1	12138	12327
DGOAAOJC_00020	NZ_CP008790.1	12343	12871
DGOAAOJC_00021	NZ_CP008790.1	12928	13201
DGOAAOJC_00022	NZ_CP008790.1	13288	13582
DGOAAOJC_00023	NZ_CP008790.1	13608	13911
DGOAAOJC_00024	NZ_CP008790.1	13915	14266
DGOAAOJC_00025	NZ_CP008790.1	14428	14977
DGOAAOJC_00026	NZ_CP008790.1	15317	15512
DGOAAOJC_00027	NZ_CP008790.1	15522	15894
DGOAAOJC_00028	NZ_CP008790.1	15886	16357
DGOAAOJC_00029	NZ_CP008790.1	16371	16707
DGOAAOJC_00030	NZ_CP008790.1	16803	17292
DGOAAOJC_00031	NZ_CP008790.1	17294	17792
DGOAAOJC_00032	NZ_CP008790.1	17895	18159
DGOAAOJC_00033	NZ_CP008790.1	18353	19286
DGOAAOJC_00034	NZ_CP008790.1	19359	20823
DGOAAOJC_00035	NZ_CP008790.1	20826	20973
DGOAAOJC_00036	NZ_CP008790.1	20978	21308
DGOAAOJC_00037	NZ_CP008790.1	21312	21705
DGOAAOJC_00038	NZ_CP008790.1	21664	21757
DGOAAOJC_00039	NZ_CP008790.1	21753	21948
DGOAAOJC_00040	NZ_CP008790.1	21941	22940
DGOAAOJC_00041	NZ_CP008790.1	22947	23784
DGOAAOJC_00042	NZ_CP008790.1	24349	25144
DGOAAOJC_00043	NZ_CP008790.1	25272	25530
DGOAAOJC_00044	NZ_CP008790.1	25692	26640
DGOAAOJC_00045	NZ_CP008790.1	26644	27871
DGOAAOJC_00046	NZ_CP008790.1	28195	29368
DGOAAOJC_00047	NZ_CP008790.1	29386	30349
DGOAAOJC_00048	NZ_CP008790.1	30960	31908
DGOAAOJC_00049	NZ_CP008790.1	32396	32501
DGOAAOJC_00050	NZ_CP008790.1	32629	32878
DGOAAOJC_00051	NZ_CP008790.1	33004	33580
DGOAAOJC_00052	NZ_CP008790.1	34326	35163
DGOAAOJC_00053	NZ_CP008790.1	35386	35734
DGOAAOJC_00054	NZ_CP008790.1	35730	36159
DGOAAOJC_00055	NZ_CP008790.1	36151	36433
DGOAAOJC_00056	NZ_CP008790.1	36497	36716
DGOAAOJC_00057	NZ_CP008790.1	36727	37297
DGOAAOJC_00058	NZ_CP008790.1	37299	37845
DGOAAOJC_00059	NZ_CP008790.1	37961	38900
DGOAAOJC_00060	NZ_CP008790.1	38899	39097
DGOAAOJC_00061	NZ_CP008790.1	39086	39335
DGOAAOJC_00062	NZ_CP008790.1	39334	39577
DGOAAOJC_00063	NZ_CP008790.1	39579	39942
DGOAAOJC_00064	NZ_CP008790.1	39934	40147
DGOAAOJC_00065	NZ_CP008790.1	40206	40962
DGOAAOJC_00066	NZ_CP008790.1	40976	42497
DGOAAOJC_00067	NZ_CP008790.1	42762	43797
DGOAAOJC_00068	NZ_CP008790.1	43810	44260
DGOAAOJC_00069	NZ_CP008790.1	44241	44553
DGOAAOJC_00070	NZ_CP008790.1	44726	45512
DGOAAOJC_00071	NZ_CP008790.1	45515	46697
DGOAAOJC_00072	NZ_CP008790.1	46745	47018
DGOAAOJC_00073	NZ_CP008790.1	47070	47706
DGOAAOJC_00074	NZ_CP008790.1	47797	47941
DGOAAOJC_00075	NZ_CP008790.1	48259	48637
DGOAAOJC_00076	NZ_CP008790.1	48629	48911
DGOAAOJC_00077	NZ_CP008790.1	48885	49560
DGOAAOJC_00078	NZ_CP008790.1	49552	50059
DGOAAOJC_00079	NZ_CP008790.1	50043	50376
DGOAAOJC_00080	NZ_CP008790.1	50384	50885
DGOAAOJC_00081	NZ_CP008790.1	50888	52316
DGOAAOJC_00082	NZ_CP008790.1	52315	52972
DGOAAOJC_00083	NZ_CP008790.1	52910	53174
DGOAAOJC_00084	NZ_CP008790.1	53177	53396
DGOAAOJC_00085	NZ_CP008790.1	53489	54107
DGOAAOJC_00086	NZ_CP008790.1	54107	54314
DGOAAOJC_00087	NZ_CP008790.1	54339	54618
DGOAAOJC_00088	NZ_CP008790.1	54709	55198
DGOAAOJC_00089	NZ_CP008790.1	55212	57405
DGOAAOJC_00090	NZ_CP008790.1	57404	57638
DGOAAOJC_00091	NZ_CP008790.1	57619	58237
DGOAAOJC_00092	NZ_CP008790.1	58404	61383
DGOAAOJC_00093	NZ_CP008790.1	61379	63245
DGOAAOJC_00094	NZ_CP008790.1	63294	63840
DGOAAOJC_00095	NZ_CP008790.1	63796	64426
DGOAAOJC_00096	NZ_CP008790.1	64435	64882
DGOAAOJC_00097	NZ_CP008790.1	64891	65269
DGOAAOJC_00098	NZ_CP008790.1	65268	65931
DGOAAOJC_00099	NZ_CP008790.1	66111	66255
DGOAAOJC_00100	NZ_CP008790.1	66254	66632
DGOAAOJC_00101	NZ_CP008790.1	66776	67058
DGOAAOJC_00102	NZ_CP008790.1	67054	67681
DGOAAOJC_00103	NZ_CP008790.1	67664	68582
DGOAAOJC_00104	NZ_CP008790.1	68578	69895
DGOAAOJC_00105	NZ_CP008790.1	69891	70470
DGOAAOJC_00106	NZ_CP008790.1	70482	70866
DGOAAOJC_00107	NZ_CP008790.1	71066	76598
DGOAAOJC_00108	NZ_CP008790.1	76746	77454
DGOAAOJC_00109	NZ_CP008790.1	77450	79898
DGOAAOJC_00110	NZ_CP008790.1	79912	80230
DGOAAOJC_00111	NZ_CP008790.1	80226	80757
DGOAAOJC_00112	NZ_CP008790.1	80719	81985
DGOAAOJC_00113	NZ_CP008790.1	81981	82653
DGOAAOJC_00114	NZ_CP008790.1	82652	83657
DGOAAOJC_00115	NZ_CP008790.1	83772	86571
DGOAAOJC_00116	NZ_CP008790.1	86609	87470
DGOAAOJC_00117	NZ_CP008790.1	87592	88234
DGOAAOJC_00118	NZ_CP008790.1	88527	88848
DGOAAOJC_00119	NZ_CP008790.1	88942	89035
DGOAAOJC_00120	NZ_CP008790.1	89151	89337
DGOAAOJC_00121	NZ_CP008790.1	89556	90525
DGOAAOJC_00122	NZ_CP008790.1	90535	91444
DGOAAOJC_00123	NZ_CP008790.1	91507	92008
DGOAAOJC_00124	NZ_CP008790.1	92167	93415
DGOAAOJC_00125	NZ_CP008790.1	93401	94964
DGOAAOJC_00126	NZ_CP008790.1	94956	96945
DGOAAOJC_00127	NZ_CP008790.1	97499	97817
DGOAAOJC_00128	NZ_CP008790.1	98048	98468
DGOAAOJC_00129	NZ_CP008790.1	98699	100022
DGOAAOJC_00130	NZ_CP008790.1	100096	100732
DGOAAOJC_00131	NZ_CP008790.1	100903	101716
DGOAAOJC_00132	NZ_CP008790.1	101770	102091
DGOAAOJC_00133	NZ_CP008790.1	102368	103337
DGOAAOJC_00134	NZ_CP008790.1	103338	103527
DGOAAOJC_00135	NZ_CP008790.1	103873	104779
DGOAAOJC_00136	NZ_CP008790.1	104736	105102
DGOAAOJC_00137	NZ_CP008790.1	105251	105497
DGOAAOJC_00138	NZ_CP008790.1	105816	106806
DGOAAOJC_00139	NZ_CP008790.1	106868	107879
DGOAAOJC_00140	NZ_CP008790.1	108078	109356
DGOAAOJC_00141	NZ_CP008790.1	109440	111237
DGOAAOJC_00142	NZ_CP008790.1	111298	111634
DGOAAOJC_00143	NZ_CP008790.1	111898	112438
DGOAAOJC_00144	NZ_CP008790.1	112528	113029
DGOAAOJC_00145	NZ_CP008790.1	113102	113987
DGOAAOJC_00146	NZ_CP008790.1	114052	114277
DGOAAOJC_00147	NZ_CP008790.1	114338	114728
DGOAAOJC_00148	NZ_CP008790.1	114717	115170
DGOAAOJC_00149	NZ_CP008790.1	115174	115450
DGOAAOJC_00150	NZ_CP008790.1	115507	115699
DGOAAOJC_00151	NZ_CP008790.1	115767	116121
DGOAAOJC_00152	NZ_CP008790.1	116312	116657
DGOAAOJC_00153	NZ_CP008790.1	116734	117037
DGOAAOJC_00154	NZ_CP008790.1	117114	118740
DGOAAOJC_00155	NZ_CP008790.1	118800	119232
DGOAAOJC_00156	NZ_CP008790.1	119305	119860
DGOAAOJC_00157	NZ_CP008790.1	120092	120479
DGOAAOJC_00158	NZ_CP008790.1	120566	123020
DGOAAOJC_00159	NZ_CP008790.1	123221	123425
DGOAAOJC_00160	NZ_CP008790.1	123496	124102
DGOAAOJC_00161	NZ_CP008790.1	124094	124364
DGOAAOJC_00162	NZ_CP008790.1	124377	124596
DGOAAOJC_00163	NZ_CP008790.1	124669	125227
DGOAAOJC_00164	NZ_CP008790.1	125301	126153
DGOAAOJC_00165	NZ_CP008790.1	126357	126504
DGOAAOJC_00166	NZ_CP008790.1	126610	126997
DGOAAOJC_00167	NZ_CP008790.1	127174	128902
DGOAAOJC_00168	NZ_CP008790.1	128888	129167
DGOAAOJC_00169	NZ_CP008790.1	129239	129479
DGOAAOJC_00170	NZ_CP008790.1	129488	129605
DGOAAOJC_00171	NZ_CP008790.1	129725	130100
DGOAAOJC_00172	NZ_CP008790.1	130213	130939
DGOAAOJC_00173	NZ_CP008790.1	131071	134059
DGOAAOJC_00174	NZ_CP008790.1	134055	137028
DGOAAOJC_00175	NZ_CP008790.1	137030	137588
DGOAAOJC_00176	NZ_CP008790.1	137893	138907
DGOAAOJC_00177	NZ_CP008790.1	138938	139979
DGOAAOJC_00178	NZ_CP008790.1	140078	140888
DGOAAOJC_00179	NZ_CP008790.1	140976	142326
DGOAAOJC_00180	NZ_CP008790.1	143126	144386
DGOAAOJC_00181	NZ_CP008790.1	144336	145143
DGOAAOJC_00182	NZ_CP008790.1	145332	145680
DGOAAOJC_00183	NZ_CP008790.1	145673	146513
DGOAAOJC_00184	NZ_CP008790.1	146917	148459
DGOAAOJC_00185	NZ_CP008790.1	148791	149448
DGOAAOJC_00186	NZ_CP008790.1	149647	150487
DGOAAOJC_00187	NZ_CP008790.1	150891	152433
DGOAAOJC_00188	NZ_CP008790.1	152698	153199
DGOAAOJC_00189	NZ_CP008790.1	153198	153768
DGOAAOJC_00190	NZ_CP008790.1	153715	154384
DGOAAOJC_00191	NZ_CP008790.1	154370	155384
DGOAAOJC_00192	NZ_CP008790.1	155415	156063
DGOAAOJC_00193	NZ_CP008790.1	156145	156778
DGOAAOJC_00194	NZ_CP008790.1	156934	157282
DGOAAOJC_00195	NZ_CP008790.1	157275	158115
DGOAAOJC_00196	NZ_CP008790.1	158259	159054
DGOAAOJC_00197	NZ_CP008790.1	159230	159935
DGOAAOJC_00198	NZ_CP008790.1	160384	161860
DGOAAOJC_00199	NZ_CP008790.1	161915	162800
DGOAAOJC_00200	NZ_CP008790.1	162883	163588
DGOAAOJC_00201	NZ_CP008790.1	164022	164475
DGOAAOJC_00202	NZ_CP008790.1	164490	165093
DGOAAOJC_00203	NZ_CP008790.1	166000	166288
DGOAAOJC_00204	NZ_CP008790.1	166280	166817
DGOAAOJC_00205	NZ_CP008790.1	166819	167830
DGOAAOJC_00206	NZ_CP008790.1	167834	168464
DGOAAOJC_00207	NZ_CP008790.1	168915	170406
DGOAAOJC_00208	NZ_CP008790.1	170440	171295
DGOAAOJC_00209	NZ_CP008790.1	171385	171718
