GeneID	ContigID	Start	End
FHPINOKH_00001	NC_007607.1	358	823
FHPINOKH_00002	NC_007607.1	1049	1916
FHPINOKH_00003	NC_007607.1	2243	2984
FHPINOKH_00004	NC_007607.1	3057	3276
FHPINOKH_00005	NC_007607.1	3362	4109
FHPINOKH_00006	NC_007607.1	4363	4636
FHPINOKH_00007	NC_007607.1	5054	5147
FHPINOKH_00008	NC_007607.1	5492	5987
FHPINOKH_00009	NC_007607.1	5973	6396
FHPINOKH_00010	NC_007607.1	6431	6734
FHPINOKH_00011	NC_007607.1	7423	9133
FHPINOKH_00012	NC_007607.1	9497	10403
FHPINOKH_00013	NC_007607.1	10360	10726
FHPINOKH_00014	NC_007607.1	10900	11548
FHPINOKH_00015	NC_007607.1	11612	11957
FHPINOKH_00016	NC_007607.1	11963	12368
FHPINOKH_00017	NC_007607.1	12739	13318
FHPINOKH_00018	NC_007607.1	13546	13666
FHPINOKH_00019	NC_007607.1	13722	13953
FHPINOKH_00020	NC_007607.1	14113	14386
FHPINOKH_00021	NC_007607.1	14288	14690
FHPINOKH_00022	NC_007607.1	14992	15166
FHPINOKH_00023	NC_007607.1	15232	15640
FHPINOKH_00024	NC_007607.1	15639	15987
FHPINOKH_00025	NC_007607.1	16081	17314
FHPINOKH_00026	NC_007607.1	17987	18122
FHPINOKH_00027	NC_007607.1	18118	18289
FHPINOKH_00028	NC_007607.1	18876	19554
FHPINOKH_00029	NC_007607.1	19617	19848
FHPINOKH_00030	NC_007607.1	20035	20260
FHPINOKH_00031	NC_007607.1	20661	21228
FHPINOKH_00032	NC_007607.1	21799	22099
FHPINOKH_00033	NC_007607.1	22095	22965
FHPINOKH_00034	NC_007607.1	23304	23577
FHPINOKH_00035	NC_007607.1	23752	23845
FHPINOKH_00036	NC_007607.1	23819	24908
FHPINOKH_00037	NC_007607.1	24879	25521
FHPINOKH_00038	NC_007607.1	25700	25934
FHPINOKH_00039	NC_007607.1	26267	27467
FHPINOKH_00040	NC_007607.1	27466	28447
FHPINOKH_00041	NC_007607.1	28702	29188
FHPINOKH_00042	NC_007607.1	29476	30709
FHPINOKH_00043	NC_007607.1	31383	32043
FHPINOKH_00044	NC_007607.1	32656	34381
FHPINOKH_00045	NC_007607.1	34808	36506
FHPINOKH_00046	NC_007607.1	37325	37700
FHPINOKH_00047	NC_007607.1	37677	38133
FHPINOKH_00048	NC_007607.1	39574	40090
FHPINOKH_00049	NC_007607.1	40228	40396
FHPINOKH_00050	NC_007607.1	40413	42141
FHPINOKH_00051	NC_007607.1	42528	42795
FHPINOKH_00052	NC_007607.1	43259	43349
FHPINOKH_00053	NC_007607.1	43632	43935
FHPINOKH_00054	NC_007607.1	44505	44778
FHPINOKH_00055	NC_007607.1	44972	45620
FHPINOKH_00056	NC_007607.1	46207	46537
FHPINOKH_00057	NC_007607.1	46612	46786
FHPINOKH_00058	NC_007607.1	47796	49209
FHPINOKH_00059	NC_007607.1	49283	49442
FHPINOKH_00060	NC_007607.1	49517	51215
FHPINOKH_00061	NC_007607.1	51933	52206
FHPINOKH_00062	NC_007607.1	52420	52549
FHPINOKH_00063	NC_007607.1	52644	53223
FHPINOKH_00064	NC_007607.1	53207	53498
FHPINOKH_00065	NC_007607.1	53487	53664
FHPINOKH_00066	NC_007607.1	54046	54934
FHPINOKH_00067	NC_007607.1	55274	56927
FHPINOKH_00068	NC_007607.1	56995	57268
FHPINOKH_00069	NC_007607.1	58104	58854
FHPINOKH_00070	NC_007607.1	59023	59539
FHPINOKH_00071	NC_007607.1	59639	59924
FHPINOKH_00072	NC_007607.1	60292	61747
FHPINOKH_00073	NC_007607.1	61896	62412
FHPINOKH_00074	NC_007607.1	62786	63161
FHPINOKH_00075	NC_007607.1	63346	63742
FHPINOKH_00076	NC_007607.1	63741	64701
FHPINOKH_00077	NC_007607.1	64751	64919
FHPINOKH_00078	NC_007607.1	65115	65511
FHPINOKH_00079	NC_007607.1	65507	66221
FHPINOKH_00080	NC_007607.1	66386	66740
FHPINOKH_00081	NC_007607.1	67138	67441
FHPINOKH_00082	NC_007607.1	67502	67601
FHPINOKH_00083	NC_007607.1	68075	68261
FHPINOKH_00084	NC_007607.1	68348	68987
FHPINOKH_00085	NC_007607.1	69342	69615
FHPINOKH_00086	NC_007607.1	69950	70184
FHPINOKH_00087	NC_007607.1	70235	70526
FHPINOKH_00088	NC_007607.1	70532	70745
FHPINOKH_00089	NC_007607.1	71196	71481
FHPINOKH_00090	NC_007607.1	71480	71756
FHPINOKH_00091	NC_007607.1	71887	72025
FHPINOKH_00092	NC_007607.1	72116	72482
FHPINOKH_00093	NC_007607.1	72513	73011
FHPINOKH_00094	NC_007607.1	73117	73771
FHPINOKH_00095	NC_007607.1	73770	74151
FHPINOKH_00096	NC_007607.1	74947	75220
FHPINOKH_00097	NC_007607.1	75459	75678
FHPINOKH_00098	NC_007607.1	75679	75985
FHPINOKH_00099	NC_007607.1	76243	76516
FHPINOKH_00100	NC_007607.1	77151	78789
FHPINOKH_00101	NC_007607.1	78996	79266
FHPINOKH_00102	NC_007607.1	79517	80108
FHPINOKH_00103	NC_007607.1	80512	80755
FHPINOKH_00104	NC_007607.1	80811	82140
FHPINOKH_00105	NC_007607.1	82696	85546
FHPINOKH_00106	NC_007607.1	86112	86934
FHPINOKH_00107	NC_007607.1	86936	88025
FHPINOKH_00108	NC_007607.1	88029	88980
FHPINOKH_00109	NC_007607.1	89044	89989
FHPINOKH_00110	NC_007607.1	90162	90831
FHPINOKH_00111	NC_007607.1	91341	91545
FHPINOKH_00112	NC_007607.1	91636	92329
