GeneID	ContigID	Start	End
HNMJNGMA_00001	NZ_CP008789.1	2	962
HNMJNGMA_00002	NZ_CP008789.1	1506	2415
HNMJNGMA_00003	NZ_CP008789.1	2415	2541
HNMJNGMA_00004	NZ_CP008789.1	2600	2951
HNMJNGMA_00005	NZ_CP008789.1	3098	3530
HNMJNGMA_00006	NZ_CP008789.1	3775	5251
HNMJNGMA_00007	NZ_CP008789.1	5243	5924
HNMJNGMA_00008	NZ_CP008789.1	6113	7499
HNMJNGMA_00009	NZ_CP008789.1	7527	7881
HNMJNGMA_00010	NZ_CP008789.1	7994	9287
HNMJNGMA_00011	NZ_CP008789.1	9297	12444
HNMJNGMA_00012	NZ_CP008789.1	12530	12971
HNMJNGMA_00013	NZ_CP008789.1	13097	15545
HNMJNGMA_00014	NZ_CP008789.1	15585	15783
HNMJNGMA_00015	NZ_CP008789.1	15816	16554
HNMJNGMA_00016	NZ_CP008789.1	16842	17292
HNMJNGMA_00017	NZ_CP008789.1	17526	19344
HNMJNGMA_00018	NZ_CP008789.1	19349	20240
HNMJNGMA_00019	NZ_CP008789.1	20279	20660
HNMJNGMA_00020	NZ_CP008789.1	20664	21594
HNMJNGMA_00021	NZ_CP008789.1	21648	22329
HNMJNGMA_00022	NZ_CP008789.1	22325	23726
HNMJNGMA_00023	NZ_CP008789.1	23941	24376
HNMJNGMA_00024	NZ_CP008789.1	24754	24853
HNMJNGMA_00025	NZ_CP008789.1	24839	25019
HNMJNGMA_00026	NZ_CP008789.1	25072	25201
HNMJNGMA_00027	NZ_CP008789.1	25305	25887
HNMJNGMA_00028	NZ_CP008789.1	26042	27044
HNMJNGMA_00029	NZ_CP008789.1	27182	27761
HNMJNGMA_00030	NZ_CP008789.1	28050	28314
HNMJNGMA_00031	NZ_CP008789.1	28310	28877
HNMJNGMA_00032	NZ_CP008789.1	28907	29402
HNMJNGMA_00033	NZ_CP008789.1	29445	29814
HNMJNGMA_00034	NZ_CP008789.1	29844	30048
HNMJNGMA_00035	NZ_CP008789.1	30096	30354
HNMJNGMA_00036	NZ_CP008789.1	30429	30684
HNMJNGMA_00037	NZ_CP008789.1	30859	31126
HNMJNGMA_00038	NZ_CP008789.1	31113	31596
HNMJNGMA_00039	NZ_CP008789.1	31592	31715
HNMJNGMA_00040	NZ_CP008789.1	31792	33151
HNMJNGMA_00041	NZ_CP008789.1	33209	34001
HNMJNGMA_00042	NZ_CP008789.1	34041	34731
HNMJNGMA_00043	NZ_CP008789.1	34744	34996
HNMJNGMA_00044	NZ_CP008789.1	35032	35737
HNMJNGMA_00045	NZ_CP008789.1	35862	36153
HNMJNGMA_00046	NZ_CP008789.1	36149	36551
HNMJNGMA_00047	NZ_CP008789.1	36501	36897
HNMJNGMA_00048	NZ_CP008789.1	37151	37478
HNMJNGMA_00049	NZ_CP008789.1	37474	37975
HNMJNGMA_00050	NZ_CP008789.1	37971	38343
HNMJNGMA_00051	NZ_CP008789.1	38336	38894
HNMJNGMA_00052	NZ_CP008789.1	38972	39977
HNMJNGMA_00053	NZ_CP008789.1	40532	43613
HNMJNGMA_00054	NZ_CP008789.1	43636	43948
HNMJNGMA_00055	NZ_CP008789.1	43947	44208
HNMJNGMA_00056	NZ_CP008789.1	44377	44998
