BLMJADAH_00001	470	770
BLMJADAH_00002	815	1250
BLMJADAH_00003	1387	1936
BLMJADAH_00004	1928	2771
BLMJADAH_00005	3876	4413
BLMJADAH_00006	5242	5869
BLMJADAH_00007	5865	6078
BLMJADAH_00008	6770	6935
BLMJADAH_00009	7322	8300
BLMJADAH_00010	8577	8928
BLMJADAH_00011	9272	10481
BLMJADAH_00012	10556	10802
BLMJADAH_00013	11556	11961
BLMJADAH_00014	12742	13681
BLMJADAH_00015	13888	14746
BLMJADAH_00016	14763	16272
BLMJADAH_00017	16594	18151
BLMJADAH_00018	18658	19072
BLMJADAH_00019	19072	19387
BLMJADAH_00020	19650	20079
BLMJADAH_00021	20094	20382
BLMJADAH_00022	20371	20626
BLMJADAH_00023	20835	21801
BLMJADAH_00024	21816	22578
BLMJADAH_00025	22578	22776
BLMJADAH_00026	22772	23705
BLMJADAH_00027	24421	25006
BLMJADAH_00028	25332	25992
BLMJADAH_00029	26390	28421
BLMJADAH_00030	29501	29708
BLMJADAH_00031	30057	30426
BLMJADAH_00032	30486	30864
