GeneID	ContigID	Start	End
DFHJMPHI_00011	NC_022584.1	1135	1453
DFHJMPHI_00012	NC_022584.1	1552	2086
DFHJMPHI_00013	NC_022584.1	2173	2950
DFHJMPHI_00014	NC_022584.1	3108	4464
DFHJMPHI_00015	NC_022584.1	4481	4934
DFHJMPHI_00016	NC_022584.1	4977	5211
DFHJMPHI_00017	NC_022584.1	5210	6557
DFHJMPHI_00018	NC_022584.1	6559	6814
DFHJMPHI_00019	NC_022584.1	6995	7343
DFHJMPHI_00020	NC_022584.1	7610	8744
DFHJMPHI_00021	NC_022584.1	8867	9701
DFHJMPHI_00022	NC_022584.1	9693	12345
DFHJMPHI_00023	NC_022584.1	12421	15286
DFHJMPHI_00024	NC_022584.1	15298	15604
DFHJMPHI_00025	NC_022584.1	15683	16076
DFHJMPHI_00026	NC_022584.1	16263	16569
DFHJMPHI_00027	NC_022584.1	16549	16921
DFHJMPHI_00028	NC_022584.1	16917	18330
DFHJMPHI_00029	NC_022584.1	18332	19010
DFHJMPHI_00030	NC_022584.1	19105	19732
DFHJMPHI_00031	NC_022584.1	19721	20195
DFHJMPHI_00032	NC_022584.1	20200	21307
DFHJMPHI_00033	NC_022584.1	21344	21551
DFHJMPHI_00034	NC_022584.1	21620	22331
DFHJMPHI_00035	NC_022584.1	22357	22663
DFHJMPHI_00036	NC_022584.1	22728	23289
DFHJMPHI_00037	NC_022584.1	23301	24423
DFHJMPHI_00038	NC_022584.1	24481	25216
DFHJMPHI_00039	NC_022584.1	25212	26925
DFHJMPHI_00040	NC_022584.1	27133	27712
DFHJMPHI_00041	NC_022584.1	27730	28819
DFHJMPHI_00042	NC_022584.1	28796	29330
DFHJMPHI_00043	NC_022584.1	29764	30952
DFHJMPHI_00044	NC_022584.1	30958	31618
DFHJMPHI_00045	NC_022584.1	31771	32299
DFHJMPHI_00046	NC_022584.1	32422	32641
DFHJMPHI_00047	NC_022584.1	32637	33024
DFHJMPHI_00048	NC_022584.1	33099	33333
DFHJMPHI_00049	NC_022584.1	33525	34251
DFHJMPHI_00050	NC_022584.1	34489	36337
DFHJMPHI_00051	NC_022584.1	36359	36626
DFHJMPHI_00052	NC_022584.1	36804	38157
DFHJMPHI_00053	NC_022584.1	38158	39229
DFHJMPHI_00054	NC_022584.1	39225	40443
DFHJMPHI_00055	NC_022584.1	40583	41936
DFHJMPHI_00056	NC_022584.1	41951	43229
DFHJMPHI_00057	NC_022584.1	43231	43900
