GeneID	ContigID	Start	End
KGGNNDBO_00001	NC_010170.1	0	1437
KGGNNDBO_00002	NC_010170.1	1439	2549
KGGNNDBO_00003	NC_010170.1	2639	5093
KGGNNDBO_00004	NC_010170.1	5239	5542
KGGNNDBO_00005	NC_010170.1	5541	6885
KGGNNDBO_00006	NC_010170.1	6998	7625
KGGNNDBO_00007	NC_010170.1	7711	8578
KGGNNDBO_00008	NC_010170.1	8722	9640
KGGNNDBO_00009	NC_010170.1	9584	10370
KGGNNDBO_00010	NC_010170.1	10362	11553
KGGNNDBO_00011	NC_010170.1	11554	12895
KGGNNDBO_00012	NC_010170.1	13129	13240
KGGNNDBO_00013	NC_010170.1	13422	13908
KGGNNDBO_00014	NC_010170.1	13929	14214
KGGNNDBO_00015	NC_010170.1	14293	15460
KGGNNDBO_00016	NC_010170.1	15472	16375
KGGNNDBO_00017	NC_010170.1	16511	17657
KGGNNDBO_00018	NC_010170.1	17693	18860
KGGNNDBO_00019	NC_010170.1	18867	20457
KGGNNDBO_00020	NC_010170.1	20585	21416
KGGNNDBO_00021	NC_010170.1	21453	22482
KGGNNDBO_00022	NC_010170.1	22654	23584
KGGNNDBO_00023	NC_010170.1	23672	24284
KGGNNDBO_00024	NC_010170.1	24300	24828
KGGNNDBO_00025	NC_010170.1	25498	26200
KGGNNDBO_00026	NC_010170.1	26542	27025
KGGNNDBO_00027	NC_010170.1	27106	27580
KGGNNDBO_00028	NC_010170.1	27682	29494
KGGNNDBO_00029	NC_010170.1	29604	30774
KGGNNDBO_00030	NC_010170.1	30856	31834
KGGNNDBO_00031	NC_010170.1	31841	32636
KGGNNDBO_00032	NC_010170.1	32717	33644
KGGNNDBO_00033	NC_010170.1	34158	35595
KGGNNDBO_00034	NC_010170.1	35665	36457
KGGNNDBO_00035	NC_010170.1	36468	39075
KGGNNDBO_00036	NC_010170.1	39137	41744
KGGNNDBO_00037	NC_010170.1	42050	43034
KGGNNDBO_00038	NC_010170.1	43320	44196
KGGNNDBO_00039	NC_010170.1	44199	44658
KGGNNDBO_00040	NC_010170.1	44853	46878
KGGNNDBO_00041	NC_010170.1	47121	48081
KGGNNDBO_00042	NC_010170.1	48259	49399
KGGNNDBO_00043	NC_010170.1	49496	50690
KGGNNDBO_00044	NC_010170.1	50941	52600
KGGNNDBO_00045	NC_010170.1	52596	53676
KGGNNDBO_00046	NC_010170.1	53672	54899
KGGNNDBO_00047	NC_010170.1	54948	55710
KGGNNDBO_00048	NC_010170.1	55728	56094
KGGNNDBO_00049	NC_010170.1	56129	57488
KGGNNDBO_00050	NC_010170.1	57517	58495
KGGNNDBO_00051	NC_010170.1	58520	60635
KGGNNDBO_00052	NC_010170.1	60674	61646
KGGNNDBO_00054	NC_010170.1	62081	63236
