GeneID	ContigID	Start	End
EEPBDCDJ_00001	NC_016749.1	0	1356
EEPBDCDJ_00002	NC_016749.1	1513	2650
EEPBDCDJ_00003	NC_016749.1	2780	3476
EEPBDCDJ_00004	NC_016749.1	3450	3645
EEPBDCDJ_00005	NC_016749.1	3778	4894
EEPBDCDJ_00006	NC_016749.1	4970	5540
EEPBDCDJ_00007	NC_016749.1	5532	9042
EEPBDCDJ_00008	NC_016749.1	9140	9257
EEPBDCDJ_00009	NC_016749.1	9455	9728
EEPBDCDJ_00010	NC_016749.1	9714	10086
EEPBDCDJ_00011	NC_016749.1	10222	11509
EEPBDCDJ_00012	NC_016749.1	11513	12779
EEPBDCDJ_00013	NC_016749.1	12756	13326
EEPBDCDJ_00014	NC_016749.1	13347	15330
EEPBDCDJ_00015	NC_016749.1	15571	16426
EEPBDCDJ_00016	NC_016749.1	16610	16784
EEPBDCDJ_00017	NC_016749.1	17224	17911
EEPBDCDJ_00039	NC_016749.1	25448	26213
EEPBDCDJ_00040	NC_016749.1	26265	26721
EEPBDCDJ_00041	NC_016749.1	26823	28302
EEPBDCDJ_00042	NC_016749.1	28444	29413
EEPBDCDJ_00043	NC_016749.1	29606	30782
EEPBDCDJ_00044	NC_016749.1	30771	31527
EEPBDCDJ_00045	NC_016749.1	31698	32694
EEPBDCDJ_00046	NC_016749.1	32709	32952
EEPBDCDJ_00047	NC_016749.1	33076	33787
EEPBDCDJ_00048	NC_016749.1	33838	37564
EEPBDCDJ_00049	NC_016749.1	37732	39196
EEPBDCDJ_00050	NC_016749.1	39240	40260
EEPBDCDJ_00051	NC_016749.1	40259	40811
EEPBDCDJ_00052	NC_016749.1	40867	41029
EEPBDCDJ_00053	NC_016749.1	41036	42584
EEPBDCDJ_00054	NC_016749.1	43249	43708
EEPBDCDJ_00055	NC_016749.1	43715	44006
EEPBDCDJ_00056	NC_016749.1	44469	44901
EEPBDCDJ_00057	NC_016749.1	44920	45301
EEPBDCDJ_00058	NC_016749.1	45297	47091
EEPBDCDJ_00059	NC_016749.1	48016	49501
EEPBDCDJ_00060	NC_016749.1	49560	50853
EEPBDCDJ_00061	NC_016749.1	51123	53067
EEPBDCDJ_00062	NC_016749.1	53284	54172
EEPBDCDJ_00063	NC_016749.1	54255	54879
EEPBDCDJ_00064	NC_016749.1	54952	55102
EEPBDCDJ_00065	NC_016749.1	55570	55846
EEPBDCDJ_00066	NC_016749.1	55967	56174
EEPBDCDJ_00067	NC_016749.1	56755	57064
EEPBDCDJ_00068	NC_016749.1	57141	57768
EEPBDCDJ_00069	NC_016749.1	57791	58415
EEPBDCDJ_00070	NC_016749.1	58414	58711
EEPBDCDJ_00071	NC_016749.1	58728	59562
EEPBDCDJ_00072	NC_016749.1	59658	59937
EEPBDCDJ_00073	NC_016749.1	59952	60297
EEPBDCDJ_00074	NC_016749.1	60309	60963
EEPBDCDJ_00075	NC_016749.1	60966	61380
EEPBDCDJ_00076	NC_016749.1	61389	61596
EEPBDCDJ_00077	NC_016749.1	61623	61884
EEPBDCDJ_00078	NC_016749.1	61908	62277
EEPBDCDJ_00079	NC_016749.1	62356	62662
EEPBDCDJ_00080	NC_016749.1	62690	63233
EEPBDCDJ_00081	NC_016749.1	63250	63436
EEPBDCDJ_00082	NC_016749.1	63642	64041
EEPBDCDJ_00083	NC_016749.1	64184	64721
EEPBDCDJ_00084	NC_016749.1	64824	65181
EEPBDCDJ_00085	NC_016749.1	65199	65694
EEPBDCDJ_00086	NC_016749.1	65708	65891
EEPBDCDJ_00087	NC_016749.1	66029	66470
EEPBDCDJ_00088	NC_016749.1	66485	67790
EEPBDCDJ_00089	NC_016749.1	67886	68528
EEPBDCDJ_00090	NC_016749.1	68647	68866
EEPBDCDJ_00091	NC_016749.1	68891	69008
EEPBDCDJ_00092	NC_016749.1	69026	69392
EEPBDCDJ_00093	NC_016749.1	69409	69793
EEPBDCDJ_00094	NC_016749.1	69841	70780
EEPBDCDJ_00095	NC_016749.1	70794	71181
EEPBDCDJ_00096	NC_016749.1	71672	72131
EEPBDCDJ_00097	NC_016749.1	72791	73349
EEPBDCDJ_00098	NC_016749.1	73382	73907
EEPBDCDJ_00128	NC_016749.1	86628	87477
EEPBDCDJ_00129	NC_016749.1	87552	87999
EEPBDCDJ_00130	NC_016749.1	87995	88706
EEPBDCDJ_00131	NC_016749.1	88695	89514
EEPBDCDJ_00132	NC_016749.1	89587	90844
EEPBDCDJ_00133	NC_016749.1	91003	93328
EEPBDCDJ_00134	NC_016749.1	93670	97243
EEPBDCDJ_00135	NC_016749.1	97420	101059
EEPBDCDJ_00136	NC_016749.1	101228	101558
EEPBDCDJ_00137	NC_016749.1	101667	102609
EEPBDCDJ_00138	NC_016749.1	102598	103576
EEPBDCDJ_00139	NC_016749.1	103575	103869
EEPBDCDJ_00140	NC_016749.1	103852	104284
EEPBDCDJ_00141	NC_016749.1	104312	104531
EEPBDCDJ_00142	NC_016749.1	104484	104952
EEPBDCDJ_00143	NC_016749.1	104923	105229
EEPBDCDJ_00144	NC_016749.1	105310	106267
EEPBDCDJ_00145	NC_016749.1	106319	107519
EEPBDCDJ_00146	NC_016749.1	107680	107881
EEPBDCDJ_00147	NC_016749.1	107890	108100
EEPBDCDJ_00148	NC_016749.1	108112	108565
EEPBDCDJ_00149	NC_016749.1	108576	109212
EEPBDCDJ_00150	NC_016749.1	109390	110290
EEPBDCDJ_00151	NC_016749.1	110763	112026
EEPBDCDJ_00152	NC_016749.1	112015	112465
EEPBDCDJ_00153	NC_016749.1	112464	112953
EEPBDCDJ_00154	NC_016749.1	112939	114031
EEPBDCDJ_00155	NC_016749.1	114050	114329
EEPBDCDJ_00156	NC_016749.1	114362	115661
EEPBDCDJ_00157	NC_016749.1	115770	116511
EEPBDCDJ_00158	NC_016749.1	116601	117669
EEPBDCDJ_00159	NC_016749.1	117762	118080
EEPBDCDJ_00160	NC_016749.1	118072	118390
EEPBDCDJ_00161	NC_016749.1	118398	119025
EEPBDCDJ_00162	NC_016749.1	119454	119850
EEPBDCDJ_00163	NC_016749.1	119999	121043
EEPBDCDJ_00164	NC_016749.1	121045	121273
EEPBDCDJ_00165	NC_016749.1	121400	122207
EEPBDCDJ_00166	NC_016749.1	122360	123326
EEPBDCDJ_00167	NC_016749.1	123325	124642
EEPBDCDJ_00168	NC_016749.1	124638	125322
EEPBDCDJ_00169	NC_016749.1	125314	126619
EEPBDCDJ_00170	NC_016749.1	126786	127215
EEPBDCDJ_00171	NC_016749.1	127233	127728
EEPBDCDJ_00172	NC_016749.1	127939	128788
EEPBDCDJ_00173	NC_016749.1	128789	129623
EEPBDCDJ_00174	NC_016749.1	129650	129935
EEPBDCDJ_00175	NC_016749.1	130531	132508
EEPBDCDJ_00176	NC_016749.1	132507	133311
EEPBDCDJ_00177	NC_016749.1	133520	133805
EEPBDCDJ_00178	NC_016749.1	133870	135499
EEPBDCDJ_00179	NC_016749.1	135664	136570
EEPBDCDJ_00180	NC_016749.1	137446	138739
EEPBDCDJ_00181	NC_016749.1	139112	140732
EEPBDCDJ_00182	NC_016749.1	140822	141683
EEPBDCDJ_00183	NC_016749.1	141740	141938
EEPBDCDJ_00184	NC_016749.1	142576	142825
EEPBDCDJ_00185	NC_016749.1	143664	144873
EEPBDCDJ_00186	NC_016749.1	145459	145771
EEPBDCDJ_00187	NC_016749.1	145908	148266
EEPBDCDJ_00188	NC_016749.1	148317	148470
EEPBDCDJ_00189	NC_016749.1	148541	148718
EEPBDCDJ_00190	NC_016749.1	148916	149456
EEPBDCDJ_00191	NC_016749.1	149545	150259
EEPBDCDJ_00192	NC_016749.1	150368	151214
EEPBDCDJ_00193	NC_016749.1	151346	153848
EEPBDCDJ_00194	NC_016749.1	154126	155032
EEPBDCDJ_00195	NC_016749.1	155249	155471
EEPBDCDJ_00196	NC_016749.1	155519	156839
EEPBDCDJ_00197	NC_016749.1	157110	157977
EEPBDCDJ_00198	NC_016749.1	158184	159369
EEPBDCDJ_00199	NC_016749.1	159371	160010
EEPBDCDJ_00200	NC_016749.1	159976	160936
EEPBDCDJ_00201	NC_016749.1	160937	162209
EEPBDCDJ_00202	NC_016749.1	162250	163504
EEPBDCDJ_00203	NC_016749.1	163505	164732
EEPBDCDJ_00204	NC_016749.1	165024	165360
EEPBDCDJ_00205	NC_016749.1	165418	165697
EEPBDCDJ_00206	NC_016749.1	165693	166206
EEPBDCDJ_00208	NC_016749.1	166675	167944
EEPBDCDJ_00209	NC_016749.1	167933	168428
EEPBDCDJ_00210	NC_016749.1	168491	168962
EEPBDCDJ_00211	NC_016749.1	168990	169863
EEPBDCDJ_00212	NC_016749.1	170193	171147
EEPBDCDJ_00213	NC_016749.1	171147	171891
EEPBDCDJ_00214	NC_016749.1	172053	172851
EEPBDCDJ_00215	NC_016749.1	172804	173071
EEPBDCDJ_00216	NC_016749.1	173336	175520
EEPBDCDJ_00217	NC_016749.1	175623	176439
EEPBDCDJ_00218	NC_016749.1	176722	177760
EEPBDCDJ_00219	NC_016749.1	177867	178347
EEPBDCDJ_00220	NC_016749.1	178595	178817
EEPBDCDJ_00221	NC_016749.1	178926	179055
EEPBDCDJ_00222	NC_016749.1	179149	179479
EEPBDCDJ_00223	NC_016749.1	179606	180215
EEPBDCDJ_00224	NC_016749.1	180267	180993
EEPBDCDJ_00225	NC_016749.1	181068	182019
EEPBDCDJ_00226	NC_016749.1	182759	184052
EEPBDCDJ_00227	NC_016749.1	184167	185013
EEPBDCDJ_00228	NC_016749.1	185043	185877
EEPBDCDJ_00229	NC_016749.1	185910	186348
EEPBDCDJ_00230	NC_016749.1	186490	186766
EEPBDCDJ_00231	NC_016749.1	186832	187450
EEPBDCDJ_00232	NC_016749.1	187501	188563
EEPBDCDJ_00233	NC_016749.1	188638	189352
EEPBDCDJ_00234	NC_016749.1	189496	190246
EEPBDCDJ_00235	NC_016749.1	190254	190557
EEPBDCDJ_00236	NC_016749.1	190638	190893
EEPBDCDJ_00237	NC_016749.1	190998	191856
EEPBDCDJ_00238	NC_016749.1	192132	194352
EEPBDCDJ_00239	NC_016749.1	194411	194855
EEPBDCDJ_00240	NC_016749.1	194943	195792
EEPBDCDJ_00241	NC_016749.1	195892	197026
EEPBDCDJ_00242	NC_016749.1	197163	197934
EEPBDCDJ_00243	NC_016749.1	198231	198657
EEPBDCDJ_00244	NC_016749.1	198673	199189
EEPBDCDJ_00245	NC_016749.1	199200	200133
EEPBDCDJ_00246	NC_016749.1	200138	201116
EEPBDCDJ_00247	NC_016749.1	201128	201602
EEPBDCDJ_00248	NC_016749.1	201615	201918
EEPBDCDJ_00249	NC_016749.1	201953	203354
EEPBDCDJ_00250	NC_016749.1	203463	204360
EEPBDCDJ_00251	NC_016749.1	204561	205398
EEPBDCDJ_00252	NC_016749.1	205408	206809
EEPBDCDJ_00253	NC_016749.1	206989	207469
EEPBDCDJ_00254	NC_016749.1	207515	207833
EEPBDCDJ_00255	NC_016749.1	207832	209533
EEPBDCDJ_00256	NC_016749.1	209635	211042
EEPBDCDJ_00257	NC_016749.1	211144	211600
EEPBDCDJ_00258	NC_016749.1	212020	212572
EEPBDCDJ_00259	NC_016749.1	212615	213449
EEPBDCDJ_00260	NC_016749.1	213558	215721
EEPBDCDJ_00261	NC_016749.1	215732	217004
EEPBDCDJ_00262	NC_016749.1	217016	217883
EEPBDCDJ_00263	NC_016749.1	217892	218726
EEPBDCDJ_00264	NC_016749.1	218838	220284
EEPBDCDJ_00265	NC_016749.1	220405	222016
EEPBDCDJ_00266	NC_016749.1	222072	223071
EEPBDCDJ_00267	NC_016749.1	223221	224394
EEPBDCDJ_00268	NC_016749.1	224413	225883
EEPBDCDJ_00269	NC_016749.1	225892	226891
EEPBDCDJ_00270	NC_016749.1	226950	227820
EEPBDCDJ_00271	NC_016749.1	227915	228287
EEPBDCDJ_00272	NC_016749.1	228440	229190
EEPBDCDJ_00273	NC_016749.1	229202	229997
EEPBDCDJ_00274	NC_016749.1	230098	231361
EEPBDCDJ_00275	NC_016749.1	231522	233379
EEPBDCDJ_00276	NC_016749.1	233556	237951
EEPBDCDJ_00277	NC_016749.1	238064	238517
EEPBDCDJ_00278	NC_016749.1	238623	239169
EEPBDCDJ_00279	NC_016749.1	239229	239844
EEPBDCDJ_00280	NC_016749.1	239911	240556
EEPBDCDJ_00281	NC_016749.1	240649	241810
EEPBDCDJ_00282	NC_016749.1	241822	242044
EEPBDCDJ_00283	NC_016749.1	242164	242545
EEPBDCDJ_00284	NC_016749.1	242562	243261
EEPBDCDJ_00285	NC_016749.1	243244	243409
EEPBDCDJ_00286	NC_016749.1	243722	243992
EEPBDCDJ_00287	NC_016749.1	244632	245118
EEPBDCDJ_00288	NC_016749.1	245111	247157
EEPBDCDJ_00289	NC_016749.1	247595	247829
EEPBDCDJ_00290	NC_016749.1	248032	250216
EEPBDCDJ_00291	NC_016749.1	250260	251016
EEPBDCDJ_00292	NC_016749.1	251031	251649
EEPBDCDJ_00293	NC_016749.1	251707	253054
EEPBDCDJ_00294	NC_016749.1	253046	253451
EEPBDCDJ_00295	NC_016749.1	253513	254263
EEPBDCDJ_00296	NC_016749.1	254312	254825
EEPBDCDJ_00297	NC_016749.1	254992	255853
EEPBDCDJ_00298	NC_016749.1	255983	256940
EEPBDCDJ_00299	NC_016749.1	257141	257588
EEPBDCDJ_00300	NC_016749.1	257610	258003
EEPBDCDJ_00301	NC_016749.1	258112	258334
EEPBDCDJ_00302	NC_016749.1	258781	259477
EEPBDCDJ_00303	NC_016749.1	259480	263875
EEPBDCDJ_00304	NC_016749.1	264037	267796
EEPBDCDJ_00305	NC_016749.1	267811	269263
EEPBDCDJ_00306	NC_016749.1	269454	270318
EEPBDCDJ_00307	NC_016749.1	270477	270765
EEPBDCDJ_00308	NC_016749.1	270827	271622
EEPBDCDJ_00309	NC_016749.1	272366	272762
EEPBDCDJ_00310	NC_016749.1	272748	273225
EEPBDCDJ_00311	NC_016749.1	273373	273580
EEPBDCDJ_00312	NC_016749.1	273718	275830
EEPBDCDJ_00313	NC_016749.1	276536	277151
EEPBDCDJ_00314	NC_016749.1	277162	277501
EEPBDCDJ_00315	NC_016749.1	277547	277682
EEPBDCDJ_00316	NC_016749.1	277710	278031
EEPBDCDJ_00322	NC_016749.1	283911	284397
EEPBDCDJ_00323	NC_016749.1	284536	284803
EEPBDCDJ_00324	NC_016749.1	284814	286152
EEPBDCDJ_00325	NC_016749.1	286376	287081
EEPBDCDJ_00326	NC_016749.1	287064	287838
EEPBDCDJ_00327	NC_016749.1	287834	288416
EEPBDCDJ_00328	NC_016749.1	288549	289584
EEPBDCDJ_00329	NC_016749.1	289625	290165
EEPBDCDJ_00330	NC_016749.1	290247	292077
EEPBDCDJ_00331	NC_016749.1	292325	293534
EEPBDCDJ_00332	NC_016749.1	293652	294402
EEPBDCDJ_00333	NC_016749.1	294391	295159
EEPBDCDJ_00334	NC_016749.1	295145	295613
EEPBDCDJ_00335	NC_016749.1	295641	296205
EEPBDCDJ_00336	NC_016749.1	296247	297090
EEPBDCDJ_00337	NC_016749.1	297337	298621
EEPBDCDJ_00338	NC_016749.1	298812	299385
EEPBDCDJ_00339	NC_016749.1	299657	301262
EEPBDCDJ_00340	NC_016749.1	301379	302315
EEPBDCDJ_00342	NC_016749.1	302516	303809
EEPBDCDJ_00343	NC_016749.1	304083	304965
EEPBDCDJ_00344	NC_016749.1	305173	305467
EEPBDCDJ_00345	NC_016749.1	305799	307494
EEPBDCDJ_00346	NC_016749.1	307625	309089
EEPBDCDJ_00347	NC_016749.1	309088	310195
EEPBDCDJ_00348	NC_016749.1	310815	312165
EEPBDCDJ_00349	NC_016749.1	312164	312413
EEPBDCDJ_00350	NC_016749.1	312507	313188
EEPBDCDJ_00351	NC_016749.1	313238	313568
EEPBDCDJ_00352	NC_016749.1	313620	314400
EEPBDCDJ_00353	NC_016749.1	314490	316395
EEPBDCDJ_00354	NC_016749.1	316395	316788
EEPBDCDJ_00355	NC_016749.1	317402	318083
EEPBDCDJ_00356	NC_016749.1	318425	318785
EEPBDCDJ_00357	NC_016749.1	318781	320899
EEPBDCDJ_00358	NC_016749.1	321184	321865
EEPBDCDJ_00359	NC_016749.1	322379	322583
EEPBDCDJ_00360	NC_016749.1	322655	323222
