0.974314	579/1000	1	0	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP015092.fasta	NZ_CP015092.1 Pelagibaca abyssi strain JLT2014 plasmid pPABY3, complete sequence
0.869463	53/1000	1	4.02519e-225	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP008791.fasta	NZ_CP008791.1 Klebsiella oxytoca KONIH1 plasmid pKPC-727, complete sequence
0.861792	44/1000	1	1.51559e-183	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP015094.fasta	NZ_CP015094.1 Pelagibaca abyssi strain JLT2014 plasmid pPABY6, complete sequence
0.835578	23/1000	1	3.79337e-90	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011893.fasta	NC_011893.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD03, complete sequence
0.821262	16/1000	1	1.22819e-60	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011892.fasta	NC_011892.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD01, complete sequence
0.806739	11/1000	1	2.39907e-40	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP008790.fasta	NZ_CP008790.1 Klebsiella oxytoca KONIH1 plasmid pKOX-86d, complete sequence
0.803086	10/1000	1	2.15963e-36	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011895.fasta	NC_011895.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD04, complete sequence
0.803086	10/1000	1	2.15963e-36	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011887.fasta	NC_011887.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD02, complete sequence
0.768798	4/1000	1	9.60385e-14	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP015091.fasta	NZ_CP015091.1 Pelagibaca abyssi strain JLT2014 plasmid pPABY1, complete sequence
0.768798	4/1000	1	9.60385e-14	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP015090.fasta	NZ_CP015090.1 Pelagibaca abyssi strain JLT2014 plasmid pPABY2, complete sequence
0.768798	4/1000	1	9.60385e-14	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011890.fasta	NC_011890.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD07, complete sequence
0.758338	3/1000	1	3.12186e-10	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP015095.fasta	NZ_CP015095.1 Pelagibaca abyssi strain JLT2014 plasmid pPABY4, complete sequence
0.743837	2/1000	1	7.6037e-07	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011889.fasta	NC_011889.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD06, complete sequence
0.719686	1/1000	1	0.00123355	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_017443.fasta	NC_017443.1 Erwinia sp. Ejp617 plasmid pJE03, complete sequence
