0.999761	995/1000	1	0	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP015097.fasta	NZ_CP015097.1 Pelagibaca abyssi strain JLT2014 plasmid pPABY7, complete sequence
0.999281	985/1000	1	0	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011888.fasta	NC_011888.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD05, complete sequence
0.983625	707/1000	1	0	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011887.fasta	NC_011887.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD02, complete sequence
0.840471	26/1000	1	1.10803e-132	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP008789.fasta	NZ_CP008789.1 Klebsiella oxytoca KONIH1 plasmid pKOX-137, complete sequence
0.783786	6/1000	1	7.20228e-28	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011892.fasta	NC_011892.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD01, complete sequence
0.758338	3/1000	1	1.20558e-13	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011893.fasta	NC_011893.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD03, complete sequence
0.743837	2/1000	1	4.03302e-09	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011890.fasta	NC_011890.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD07, complete sequence
0.719686	1/1000	1	8.98547e-05	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NZ_CP015089.fasta	NZ_CP015089.1 Pelagibaca abyssi strain JLT2014 plasmid pPABY5, complete sequence
0.719686	1/1000	1	8.98547e-05	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011895.fasta	NC_011895.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD04, complete sequence
0.719686	1/1000	1	8.98547e-05	/home/jjjjia/project/shared/MAGAssessment/fastas/plasmid/NC_011889.fasta	NC_011889.1 Methylobacterium nodulans ORS 2060 plasmid pMNOD06, complete sequence
