GeneID	ContigID	Start	End
NPNAGHGN_00001	contig-100_2240	518	1115
NPNAGHGN_00002	contig-100_2240	1107	2007
NPNAGHGN_00003	contig-100_2240	1993	2362
NPNAGHGN_00004	contig-100_2240	2358	2943
NPNAGHGN_00005	contig-100_2240	2942	3584
NPNAGHGN_00006	contig-100_2240	3580	4042
NPNAGHGN_00007	contig-100_2240	4038	4338
NPNAGHGN_00008	contig-100_2325	43	232
NPNAGHGN_00009	contig-100_2325	352	2104
NPNAGHGN_00010	contig-100_2325	2119	3151
NPNAGHGN_00011	contig-100_2325	3344	4328
NPNAGHGN_00012	contig-100_2534	193	1504
NPNAGHGN_00013	contig-100_2534	1722	2373
NPNAGHGN_00014	contig-100_2534	2430	2919
NPNAGHGN_00015	contig-100_2585	39	249
NPNAGHGN_00016	contig-100_2585	633	1134
NPNAGHGN_00017	contig-100_2585	1164	1593
NPNAGHGN_00018	contig-100_2585	1607	3722
NPNAGHGN_00019	contig-100_2899	402	2085
NPNAGHGN_00020	contig-100_2899	2193	2799
NPNAGHGN_00021	contig-100_2899	2846	3368
NPNAGHGN_00022	contig-100_2989	133	736
NPNAGHGN_00023	contig-100_2989	753	1044
NPNAGHGN_00024	contig-100_2989	1089	2148
NPNAGHGN_00025	contig-100_2989	2211	2946
NPNAGHGN_00026	contig-100_3059	144	1101
NPNAGHGN_00027	contig-100_3059	1097	1886
NPNAGHGN_00028	contig-100_3059	1898	2654
NPNAGHGN_00029	contig-100_3059	2641	3181
NPNAGHGN_00030	contig-100_3085	14	764
NPNAGHGN_00031	contig-100_3085	838	1798
NPNAGHGN_00032	contig-100_3133	891	1689
NPNAGHGN_00033	contig-100_3133	1696	3115
NPNAGHGN_00034	contig-100_3488	57	528
NPNAGHGN_00035	contig-100_3488	531	1521
NPNAGHGN_00036	contig-100_3488	1665	2157
NPNAGHGN_00037	contig-100_3488	2404	2797
NPNAGHGN_00038	contig-100_3567	35	815
NPNAGHGN_00039	contig-100_3567	914	1361
NPNAGHGN_00040	contig-100_3567	1446	2121
NPNAGHGN_00041	contig-100_3587	25	322
NPNAGHGN_00042	contig-100_3587	339	612
NPNAGHGN_00043	contig-100_3587	681	1245
NPNAGHGN_00044	contig-100_3606	712	1570
NPNAGHGN_00045	contig-100_3606	1583	2018
NPNAGHGN_00046	contig-100_3606	2014	2722
NPNAGHGN_00047	contig-100_3660	481	862
NPNAGHGN_00048	contig-100_3660	991	1234
NPNAGHGN_00049	contig-100_3660	1230	2622
NPNAGHGN_00050	contig-100_3768	191	1556
NPNAGHGN_00051	contig-100_3768	1862	2543
NPNAGHGN_00052	contig-100_3795	79	967
NPNAGHGN_00053	contig-100_3795	1185	1425
NPNAGHGN_00054	contig-100_3811	65	434
NPNAGHGN_00055	contig-100_3811	430	1498
NPNAGHGN_00056	contig-100_3811	1515	2397
NPNAGHGN_00057	contig-100_3839	13	1576
NPNAGHGN_00058	contig-100_3839	2029	2311
NPNAGHGN_00059	contig-100_3872	96	732
NPNAGHGN_00060	contig-100_3872	728	1709
NPNAGHGN_00061	contig-100_3951	84	1026
NPNAGHGN_00062	contig-100_3951	1028	1970
NPNAGHGN_00063	contig-100_3961	20	1124
NPNAGHGN_00064	contig-100_3967	106	778
NPNAGHGN_00065	contig-100_3967	777	1539
NPNAGHGN_00066	contig-100_3967	1581	1770
NPNAGHGN_00067	contig-100_4030	357	1221
NPNAGHGN_00068	contig-100_4030	1217	1895
NPNAGHGN_00069	contig-100_4044	226	1027
NPNAGHGN_00070	contig-100_4044	1172	1757
NPNAGHGN_00071	contig-100_4044	1904	2408
NPNAGHGN_00072	contig-100_4051	815	1676
NPNAGHGN_00073	contig-100_4051	1776	2280
NPNAGHGN_00074	contig-100_4073	197	944
NPNAGHGN_00075	contig-100_4073	1110	2070
NPNAGHGN_00076	contig-100_4073	2049	2199
NPNAGHGN_00077	contig-100_4137	126	1071
NPNAGHGN_00078	contig-100_4137	1086	2028
NPNAGHGN_00079	contig-100_4166	372	1485
NPNAGHGN_00080	contig-100_4166	1484	2240
NPNAGHGN_00081	contig-100_4199	2	395
NPNAGHGN_00082	contig-100_4199	391	943
NPNAGHGN_00083	contig-100_4199	952	2113
NPNAGHGN_00084	contig-100_4201	240	567
NPNAGHGN_00085	contig-100_4201	870	1269
NPNAGHGN_00086	contig-100_4201	1343	2186
NPNAGHGN_00087	contig-100_4303	113	2216
NPNAGHGN_00088	contig-100_4309	277	1492
NPNAGHGN_00089	contig-100_4350	667	1504
NPNAGHGN_00090	contig-100_4350	1503	2127
NPNAGHGN_00091	contig-100_4453	33	1392
NPNAGHGN_00092	contig-100_4453	1685	2024
NPNAGHGN_00093	contig-100_4473	340	949
NPNAGHGN_00094	contig-100_4473	976	1711
NPNAGHGN_00095	contig-100_4473	1787	2063
NPNAGHGN_00096	contig-100_4511	288	957
NPNAGHGN_00097	contig-100_4511	986	2195
NPNAGHGN_00098	contig-100_4512	126	738
NPNAGHGN_00099	contig-100_4512	734	932
NPNAGHGN_00100	contig-100_4512	928	1582
NPNAGHGN_00101	contig-100_4554	12	369
NPNAGHGN_00102	contig-100_4554	399	1275
NPNAGHGN_00103	contig-100_4554	1699	2053
NPNAGHGN_00104	contig-100_4557	684	1614
NPNAGHGN_00105	contig-100_4557	1860	2184
NPNAGHGN_00106	contig-100_4575	61	541
NPNAGHGN_00107	contig-100_4575	593	776
NPNAGHGN_00108	contig-100_4575	772	1519
NPNAGHGN_00109	contig-100_4612	49	724
NPNAGHGN_00110	contig-100_4612	1311	2001
NPNAGHGN_00111	contig-100_4636	905	2132
NPNAGHGN_00112	contig-100_4642	25	904
NPNAGHGN_00113	contig-100_4642	917	1886
NPNAGHGN_00114	contig-100_4642	1896	2118
NPNAGHGN_00115	contig-100_4655	179	1385
NPNAGHGN_00116	contig-100_4655	1371	1866
NPNAGHGN_00117	contig-100_4659	61	337
NPNAGHGN_00118	contig-100_4659	329	707
NPNAGHGN_00119	contig-100_4659	696	2130
NPNAGHGN_00120	contig-100_4679	53	917
NPNAGHGN_00121	contig-100_4679	880	1966
NPNAGHGN_00122	contig-100_4679	1985	2159
NPNAGHGN_00123	contig-100_4696	1262	2057
NPNAGHGN_00124	contig-100_4709	65	527
NPNAGHGN_00125	contig-100_4709	495	999
NPNAGHGN_00126	contig-100_4709	1014	2046
NPNAGHGN_00127	contig-100_4717	408	1077
NPNAGHGN_00128	contig-100_4717	1127	1352
NPNAGHGN_00129	contig-100_4717	1351	1711
NPNAGHGN_00130	contig-100_4717	1730	1961
NPNAGHGN_00131	contig-100_4867	71	326
NPNAGHGN_00132	contig-100_4867	361	1135
NPNAGHGN_00133	contig-100_4867	1174	1807
NPNAGHGN_00134	contig-100_4867	1960	2095
NPNAGHGN_00135	contig-100_4871	168	666
NPNAGHGN_00136	contig-100_4871	854	1772
NPNAGHGN_00137	contig-100_4914	26	740
NPNAGHGN_00138	contig-100_4914	754	1603
NPNAGHGN_00139	contig-100_4914	1687	2059
NPNAGHGN_00140	contig-100_4934	109	391
NPNAGHGN_00141	contig-100_4934	452	1136
NPNAGHGN_00142	contig-100_4934	1132	1534
NPNAGHGN_00143	contig-100_4934	1639	2041
NPNAGHGN_00144	contig-100_4956	636	795
NPNAGHGN_00145	contig-100_4956	877	2062
NPNAGHGN_00146	contig-100_4993	35	914
NPNAGHGN_00147	contig-100_4993	1076	1349
NPNAGHGN_00148	contig-100_5023	83	812
NPNAGHGN_00149	contig-100_5023	903	1290
NPNAGHGN_00150	contig-100_5023	1290	1518
NPNAGHGN_00151	contig-100_5023	1584	2052
NPNAGHGN_00152	contig-100_5034	91	763
NPNAGHGN_00153	contig-100_5034	747	1539
NPNAGHGN_00154	contig-100_5034	1535	1973
NPNAGHGN_00155	contig-100_5038	116	2045
NPNAGHGN_00156	contig-100_5045	426	885
NPNAGHGN_00157	contig-100_5045	881	1799
NPNAGHGN_00158	contig-100_5067	534	855
NPNAGHGN_00159	contig-100_5067	1500	2007
NPNAGHGN_00160	contig-100_5102	187	535
NPNAGHGN_00161	contig-100_5102	531	1167
NPNAGHGN_00162	contig-100_5102	1235	1685
NPNAGHGN_00163	contig-100_5102	1677	1989
NPNAGHGN_00164	contig-100_5106	689	1970
NPNAGHGN_00165	contig-100_5126	84	285
NPNAGHGN_00166	contig-100_5126	319	1999
NPNAGHGN_00167	contig-100_5154	58	316
NPNAGHGN_00168	contig-100_5154	409	1426
NPNAGHGN_00169	contig-100_5194	67	844
NPNAGHGN_00170	contig-100_5194	840	1866
NPNAGHGN_00171	contig-100_5195	71	662
NPNAGHGN_00172	contig-100_5195	775	1249
NPNAGHGN_00173	contig-100_5195	1375	1888
NPNAGHGN_00174	contig-100_5196	12	1071
NPNAGHGN_00175	contig-100_5196	1067	1625
NPNAGHGN_00176	contig-100_5213	67	376
NPNAGHGN_00177	contig-100_5213	672	1503
NPNAGHGN_00178	contig-100_5213	1517	1931
NPNAGHGN_00179	contig-100_5240	534	1443
NPNAGHGN_00180	contig-100_5240	1546	1915
NPNAGHGN_00181	contig-100_5248	1154	1832
NPNAGHGN_00182	contig-100_5286	32	803
NPNAGHGN_00183	contig-100_5286	840	1257
NPNAGHGN_00184	contig-100_5286	1384	1885
NPNAGHGN_00185	contig-100_5297	41	524
NPNAGHGN_00186	contig-100_5297	596	1664
NPNAGHGN_00187	contig-100_5297	1680	1956
NPNAGHGN_00188	contig-100_5343	27	570
NPNAGHGN_00189	contig-100_5343	569	1337
NPNAGHGN_00190	contig-100_5343	1333	1744
NPNAGHGN_00191	contig-100_5343	1736	1952
NPNAGHGN_00192	contig-100_5373	338	647
NPNAGHGN_00193	contig-100_5373	1328	1865
NPNAGHGN_00194	contig-100_5395	142	718
NPNAGHGN_00195	contig-100_5395	727	1318
NPNAGHGN_00196	contig-100_5395	1340	1727
NPNAGHGN_00197	contig-100_5395	1684	1945
NPNAGHGN_00198	contig-100_5401	42	519
NPNAGHGN_00199	contig-100_5401	786	1203
NPNAGHGN_00200	contig-100_5417	114	837
NPNAGHGN_00201	contig-100_5417	915	1632
NPNAGHGN_00202	contig-100_5425	13	691
NPNAGHGN_00203	contig-100_5425	705	1152
NPNAGHGN_00204	contig-100_5425	1120	1534
NPNAGHGN_00205	contig-100_5427	616	1756
NPNAGHGN_00206	contig-100_5436	3	174
NPNAGHGN_00207	contig-100_5436	361	1726
NPNAGHGN_00208	contig-100_5536	348	1446
NPNAGHGN_00209	contig-100_5536	1442	1757
NPNAGHGN_00210	contig-100_5698	137	923
NPNAGHGN_00211	contig-100_5698	931	1786
NPNAGHGN_00212	contig-100_5737	2	419
NPNAGHGN_00213	contig-100_5743	12	432
NPNAGHGN_00214	contig-100_5743	574	682
NPNAGHGN_00215	contig-100_5743	757	1204
NPNAGHGN_00216	contig-100_5942	21	252
NPNAGHGN_00217	contig-100_5942	929	1784
NPNAGHGN_00218	contig-100_6010	54	633
NPNAGHGN_00219	contig-100_6010	632	956
NPNAGHGN_00220	contig-100_6010	1043	1598
NPNAGHGN_00221	contig-100_6010	1594	1786
NPNAGHGN_00222	contig-100_6012	289	1798
NPNAGHGN_00223	contig-100_6041	8	284
NPNAGHGN_00224	contig-100_6041	304	1165
NPNAGHGN_00225	contig-100_6092	520	1222
NPNAGHGN_00226	contig-100_6189	70	811
NPNAGHGN_00227	contig-100_6189	886	1471
NPNAGHGN_00228	contig-100_6298	37	961
NPNAGHGN_00229	contig-100_6298	971	1592
NPNAGHGN_00230	contig-100_6305	158	1085
NPNAGHGN_00231	contig-100_6305	1289	1712
NPNAGHGN_00232	contig-100_6311	1339	1708
NPNAGHGN_00233	contig-100_6326	317	1736
NPNAGHGN_00234	contig-100_6353	23	167
NPNAGHGN_00235	contig-100_6353	251	362
NPNAGHGN_00236	contig-100_6353	557	1484
NPNAGHGN_00237	contig-100_6379	173	515
NPNAGHGN_00238	contig-100_6379	833	950
NPNAGHGN_00239	contig-100_6400	336	495
NPNAGHGN_00240	contig-100_6400	607	1015
NPNAGHGN_00241	contig-100_6400	1004	1445
NPNAGHGN_00242	contig-100_6400	1428	1653
NPNAGHGN_00243	contig-100_6404	278	857
NPNAGHGN_00244	contig-100_6404	1129	1636
NPNAGHGN_00245	contig-100_6410	12	1104
NPNAGHGN_00246	contig-100_6410	1124	1547
NPNAGHGN_00247	contig-100_6410	1546	1708
NPNAGHGN_00248	contig-100_6430	92	248
NPNAGHGN_00249	contig-100_6430	265	1132
NPNAGHGN_00250	contig-100_6430	1150	1495
NPNAGHGN_00251	contig-100_6481	465	855
NPNAGHGN_00252	contig-100_6481	885	1101
NPNAGHGN_00253	contig-100_6481	1100	1706
NPNAGHGN_00254	contig-100_6494	90	1518
NPNAGHGN_00255	contig-100_6515	64	562
NPNAGHGN_00256	contig-100_6515	716	1019
NPNAGHGN_00257	contig-100_6515	1460	1694
NPNAGHGN_00258	contig-100_6519	46	388
NPNAGHGN_00259	contig-100_6519	478	1090
NPNAGHGN_00260	contig-100_6519	1090	1432
NPNAGHGN_00261	contig-100_6529	7	1378
NPNAGHGN_00262	contig-100_6694	327	924
NPNAGHGN_00263	contig-100_6694	933	1644
NPNAGHGN_00264	contig-100_6761	92	1163
NPNAGHGN_00265	contig-100_6761	1218	1647
NPNAGHGN_00266	contig-100_6835	707	1607
NPNAGHGN_00267	contig-100_6838	79	295
NPNAGHGN_00268	contig-100_6838	365	1082
NPNAGHGN_00269	contig-100_6838	1124	1640
NPNAGHGN_00270	contig-100_6850	330	486
NPNAGHGN_00271	contig-100_6850	1004	1427
NPNAGHGN_00272	contig-100_6850	1416	1590
NPNAGHGN_00273	contig-100_6863	124	676
NPNAGHGN_00274	contig-100_6863	826	1204
NPNAGHGN_00275	contig-100_6863	1273	1504
NPNAGHGN_00276	contig-100_6870	120	873
NPNAGHGN_00277	contig-100_6913	686	1571
NPNAGHGN_00278	contig-100_6955	168	939
NPNAGHGN_00279	contig-100_6955	938	1379
NPNAGHGN_00280	contig-100_6975	81	1215
NPNAGHGN_00283	contig-100_7097	6	330
NPNAGHGN_00284	contig-100_7097	341	575
NPNAGHGN_00285	contig-100_7097	744	870
NPNAGHGN_00286	contig-100_7097	869	1559
NPNAGHGN_00287	contig-100_7104	17	221
NPNAGHGN_00288	contig-100_7104	255	1590
NPNAGHGN_00289	contig-100_7108	1184	1310
NPNAGHGN_00290	contig-100_7121	973	1570
NPNAGHGN_00291	contig-100_7162	57	849
NPNAGHGN_00292	contig-100_7171	491	1502
NPNAGHGN_00293	contig-100_7181	4	529
NPNAGHGN_00294	contig-100_7181	525	1347
NPNAGHGN_00295	contig-100_7227	66	573
NPNAGHGN_00296	contig-100_7227	966	1161
NPNAGHGN_00297	contig-100_7257	40	565
NPNAGHGN_00298	contig-100_7257	565	979
NPNAGHGN_00299	contig-100_7315	458	1508
NPNAGHGN_00300	contig-100_7322	9	306
NPNAGHGN_00301	contig-100_7322	655	1252
NPNAGHGN_00302	contig-100_7324	427	676
NPNAGHGN_00303	contig-100_7324	679	1540
NPNAGHGN_00304	contig-100_7325	217	799
NPNAGHGN_00305	contig-100_7325	772	1159
NPNAGHGN_00306	contig-100_7325	1354	1546
NPNAGHGN_00307	contig-100_7342	537	702
NPNAGHGN_00308	contig-100_7342	917	1382
NPNAGHGN_00309	contig-100_7393	11	1199
NPNAGHGN_00310	contig-100_7409	216	927
NPNAGHGN_00311	contig-100_7409	898	1318
