GeneID	ContigID	Start	End
OEABDKPE_00654	contig-100_103	161	746
OEABDKPE_00655	contig-100_103	742	1357
OEABDKPE_00656	contig-100_103	1358	1598
OEABDKPE_00657	contig-100_103	1607	3203
OEABDKPE_00658	contig-100_103	3205	3718
OEABDKPE_00659	contig-100_103	3714	4491
OEABDKPE_00660	contig-100_103	4653	5259
OEABDKPE_00661	contig-100_103	5308	5737
OEABDKPE_00662	contig-100_103	5785	6268
OEABDKPE_00663	contig-100_103	6277	6985
OEABDKPE_00664	contig-100_103	7066	7612
OEABDKPE_00665	contig-100_103	7612	7804
OEABDKPE_00666	contig-100_103	7796	9914
OEABDKPE_00667	contig-100_103	9976	10213
OEABDKPE_00668	contig-100_103	10253	10388
OEABDKPE_00669	contig-100_103	10505	12401
OEABDKPE_00670	contig-100_103	12491	13052
OEABDKPE_00671	contig-100_103	13051	13945
OEABDKPE_00672	contig-100_103	14029	15964
OEABDKPE_00673	contig-100_103	15960	16503
OEABDKPE_00674	contig-100_103	16502	19040
OEABDKPE_00675	contig-100_103	19142	20225
OEABDKPE_00676	contig-100_103	20221	21085
OEABDKPE_00677	contig-100_103	21081	21984
OEABDKPE_00678	contig-100_103	22002	23820
OEABDKPE_00679	contig-100_103	23823	24120
OEABDKPE_00680	contig-100_103	24123	24618
OEABDKPE_00681	contig-100_103	24628	25060
OEABDKPE_00682	contig-100_103	25151	25793
OEABDKPE_00683	contig-100_103	25767	27897
OEABDKPE_00684	contig-100_103	27893	28187
OEABDKPE_00685	contig-100_103	28170	28788
OEABDKPE_00686	contig-100_103	28800	29256
OEABDKPE_00687	contig-100_103	29255	30011
OEABDKPE_00688	contig-100_103	30007	30235
OEABDKPE_00689	contig-100_103	30228	31047
OEABDKPE_00690	contig-100_103	31043	33107
OEABDKPE_00691	contig-100_103	33103	33550
OEABDKPE_00692	contig-100_103	33542	35264
OEABDKPE_00693	contig-100_103	35268	36147
OEABDKPE_00694	contig-100_103	36156	37383
OEABDKPE_00695	contig-100_103	37526	38720
OEABDKPE_00696	contig-100_103	38730	39942
OEABDKPE_00697	contig-100_103	40022	40298
OEABDKPE_00698	contig-100_103	40290	41871
OEABDKPE_00699	contig-100_103	41870	42842
OEABDKPE_00700	contig-100_103	42844	43186
OEABDKPE_00701	contig-100_103	43194	45624
OEABDKPE_00702	contig-100_103	45620	46130
OEABDKPE_00703	contig-100_103	46113	47481
OEABDKPE_00704	contig-100_103	47482	48652
OEABDKPE_00705	contig-100_103	48641	49550
OEABDKPE_00706	contig-100_103	49573	49882
OEABDKPE_00707	contig-100_103	49871	52811
OEABDKPE_00708	contig-100_103	52807	53488
OEABDKPE_00709	contig-100_103	53566	54085
OEABDKPE_00710	contig-100_103	54114	56658
OEABDKPE_00711	contig-100_103	56820	57081
OEABDKPE_00712	contig-100_103	57095	58733
OEABDKPE_00713	contig-100_103	58846	59416
OEABDKPE_00714	contig-100_103	59428	60553
OEABDKPE_00715	contig-100_103	60586	60802
OEABDKPE_00716	contig-100_103	60849	61977
OEABDKPE_00717	contig-100_103	62002	62197
OEABDKPE_00718	contig-100_103	62339	62987
OEABDKPE_00719	contig-100_103	62983	63748
OEABDKPE_00720	contig-100_103	63929	65228
OEABDKPE_00721	contig-100_103	65255	67073
OEABDKPE_00722	contig-100_103	67089	67518
OEABDKPE_00723	contig-100_103	67814	69908
OEABDKPE_00724	contig-100_103	69927	71805
OEABDKPE_00725	contig-100_103	71943	72756
OEABDKPE_00726	contig-100_103	72773	73568
OEABDKPE_00727	contig-100_103	73738	76513
OEABDKPE_00728	contig-100_103	76517	77267
OEABDKPE_00729	contig-100_103	77263	78055
OEABDKPE_00730	contig-100_103	78044	78563
OEABDKPE_00731	contig-100_103	78567	79494
OEABDKPE_00732	contig-100_103	79480	79816
OEABDKPE_00733	contig-100_103	79818	79986
OEABDKPE_00734	contig-100_103	79988	81161
OEABDKPE_00735	contig-100_103	81226	81472
OEABDKPE_00736	contig-100_103	81468	81906
OEABDKPE_00737	contig-100_103	81874	82984
OEABDKPE_00738	contig-100_103	82980	83808
OEABDKPE_00739	contig-100_103	83834	85265
OEABDKPE_00740	contig-100_103	85470	86181
OEABDKPE_00741	contig-100_103	86177	87434
OEABDKPE_00742	contig-100_103	87430	87925
OEABDKPE_00743	contig-100_103	87934	88441
OEABDKPE_00744	contig-100_103	88437	89298
OEABDKPE_00745	contig-100_103	89287	90013
OEABDKPE_00746	contig-100_103	90025	90745
OEABDKPE_00747	contig-100_103	90741	91926
OEABDKPE_00748	contig-100_103	91906	92659
OEABDKPE_00749	contig-100_103	92723	94061
OEABDKPE_00750	contig-100_103	94132	94360
OEABDKPE_00751	contig-100_103	94362	94608
OEABDKPE_00752	contig-100_103	94597	95122
OEABDKPE_00753	contig-100_103	95118	95823
OEABDKPE_00754	contig-100_103	95834	96191
OEABDKPE_00755	contig-100_103	96193	96547
OEABDKPE_00756	contig-100_103	96599	97940
OEABDKPE_00757	contig-100_103	97933	98263
OEABDKPE_00758	contig-100_103	98313	100554
OEABDKPE_00759	contig-100_107	1187	1808
OEABDKPE_00760	contig-100_107	1848	2520
OEABDKPE_00761	contig-100_107	3159	6753
OEABDKPE_00762	contig-100_107	7118	7685
OEABDKPE_00763	contig-100_107	7695	8568
OEABDKPE_00764	contig-100_107	8542	9451
OEABDKPE_00765	contig-100_107	9447	10425
OEABDKPE_00766	contig-100_107	10619	11615
OEABDKPE_00767	contig-100_107	11631	11913
OEABDKPE_00768	contig-100_107	11912	12512
OEABDKPE_00769	contig-100_107	12574	13306
OEABDKPE_00770	contig-100_107	13302	14241
OEABDKPE_00771	contig-100_107	14215	15625
OEABDKPE_00772	contig-100_107	15621	16347
OEABDKPE_00773	contig-100_107	16343	17108
OEABDKPE_00774	contig-100_107	17104	17887
OEABDKPE_00775	contig-100_107	17896	18724
OEABDKPE_00776	contig-100_107	18816	20508
OEABDKPE_00777	contig-100_107	20530	21706
OEABDKPE_00778	contig-100_107	21808	23173
OEABDKPE_00779	contig-100_107	23260	23875
OEABDKPE_00780	contig-100_107	23878	24631
OEABDKPE_00781	contig-100_107	24620	25325
OEABDKPE_00782	contig-100_107	25321	26305
OEABDKPE_00783	contig-100_107	26301	27165
OEABDKPE_00784	contig-100_107	27151	28102
OEABDKPE_00785	contig-100_107	28088	29420
OEABDKPE_00786	contig-100_107	29495	30560
OEABDKPE_00787	contig-100_107	30559	31375
OEABDKPE_00788	contig-100_107	31454	32081
OEABDKPE_00789	contig-100_107	32104	33313
OEABDKPE_00790	contig-100_107	33428	34769
OEABDKPE_00791	contig-100_107	34770	36699
OEABDKPE_00792	contig-100_107	36695	37829
OEABDKPE_00793	contig-100_107	37957	38566
OEABDKPE_00794	contig-100_107	38632	42145
OEABDKPE_00795	contig-100_107	42173	44183
OEABDKPE_00796	contig-100_107	44179	45430
OEABDKPE_00797	contig-100_107	45681	46626
OEABDKPE_00798	contig-100_107	46619	47312
OEABDKPE_00799	contig-100_107	47301	47673
OEABDKPE_00800	contig-100_107	47648	48884
OEABDKPE_00801	contig-100_107	48868	49471
OEABDKPE_00802	contig-100_107	49470	49959
OEABDKPE_00803	contig-100_107	49951	50935
OEABDKPE_00804	contig-100_107	50929	52450
OEABDKPE_00805	contig-100_107	52495	53596
OEABDKPE_00806	contig-100_107	53592	54360
OEABDKPE_00807	contig-100_107	54431	55382
OEABDKPE_00808	contig-100_107	55392	55836
OEABDKPE_00809	contig-100_107	55832	56486
OEABDKPE_00810	contig-100_107	56520	58383
OEABDKPE_00811	contig-100_107	58405	58915
OEABDKPE_00812	contig-100_107	59305	59542
OEABDKPE_00813	contig-100_107	59898	60030
OEABDKPE_00814	contig-100_107	60018	60648
OEABDKPE_00815	contig-100_107	60644	60878
OEABDKPE_00816	contig-100_107	60858	61917
OEABDKPE_00817	contig-100_107	61926	64086
OEABDKPE_00818	contig-100_107	64078	64483
OEABDKPE_00819	contig-100_107	64662	64935
OEABDKPE_00820	contig-100_107	65131	66025
OEABDKPE_00821	contig-100_107	66011	66398
OEABDKPE_00822	contig-100_107	66394	67162
OEABDKPE_00823	contig-100_107	67148	68216
OEABDKPE_00824	contig-100_107	68217	69240
OEABDKPE_00825	contig-100_107	69305	71288
OEABDKPE_00826	contig-100_107	71280	72246
OEABDKPE_00827	contig-100_107	72336	72711
OEABDKPE_00828	contig-100_107	72714	73242
OEABDKPE_00829	contig-100_107	73253	73514
OEABDKPE_00830	contig-100_107	73565	74207
OEABDKPE_00831	contig-100_107	74182	74611
OEABDKPE_00832	contig-100_107	74607	75336
OEABDKPE_00833	contig-100_107	75319	75616
OEABDKPE_00834	contig-100_107	75612	76341
OEABDKPE_00835	contig-100_107	76340	76736
OEABDKPE_00836	contig-100_107	76912	77569
OEABDKPE_00837	contig-100_107	77568	79947
OEABDKPE_00838	contig-100_107	79958	81338
OEABDKPE_00839	contig-100_107	81349	81841
OEABDKPE_00840	contig-100_107	81928	82420
OEABDKPE_00841	contig-100_107	82463	83675
OEABDKPE_00842	contig-100_107	83677	83854
OEABDKPE_00843	contig-100_107	83870	84068
OEABDKPE_00844	contig-100_107	84242	84407
OEABDKPE_00845	contig-100_107	84729	84885
OEABDKPE_00846	contig-100_107	85427	85811
OEABDKPE_00847	contig-100_107	85787	86840
OEABDKPE_00848	contig-100_107	86840	88553
OEABDKPE_00849	contig-100_107	88569	89316
OEABDKPE_00850	contig-100_107	89312	90560
OEABDKPE_00851	contig-100_107	90668	91121
OEABDKPE_00852	contig-100_107	91122	92001
OEABDKPE_00853	contig-100_107	91954	92689
OEABDKPE_00854	contig-100_107	92688	93714
OEABDKPE_00855	contig-100_107	93710	94460
OEABDKPE_00856	contig-100_107	94456	95125
OEABDKPE_00857	contig-100_107	95126	95747
OEABDKPE_00858	contig-100_107	95743	96907
OEABDKPE_00859	contig-100_107	96903	98196
OEABDKPE_01541	contig-100_1079	338	2066
OEABDKPE_01542	contig-100_1079	2065	2458
OEABDKPE_01543	contig-100_1079	2460	3915
OEABDKPE_01544	contig-100_1079	3927	4413
OEABDKPE_01545	contig-100_1079	4484	5765
OEABDKPE_01546	contig-100_1079	5872	6313
OEABDKPE_01547	contig-100_1079	6328	7729
OEABDKPE_01548	contig-100_1079	7737	8508
OEABDKPE_01549	contig-100_1079	8510	9752
OEABDKPE_01550	contig-100_1079	9748	12610
OEABDKPE_00860	contig-100_113	144	1494
OEABDKPE_00861	contig-100_113	1496	2141
OEABDKPE_00862	contig-100_113	2141	2648
OEABDKPE_00863	contig-100_113	2764	5356
OEABDKPE_00864	contig-100_113	5364	6657
OEABDKPE_00865	contig-100_113	6669	7686
OEABDKPE_00866	contig-100_113	7698	8205
OEABDKPE_00867	contig-100_113	8219	9242
OEABDKPE_00868	contig-100_113	9238	10147
OEABDKPE_00870	contig-100_113	10377	12777
OEABDKPE_00871	contig-100_113	12785	14021
OEABDKPE_00872	contig-100_113	14033	14993
OEABDKPE_00873	contig-100_113	14989	15487
OEABDKPE_00874	contig-100_113	15470	16856
OEABDKPE_00875	contig-100_113	16955	17888
OEABDKPE_00876	contig-100_113	17877	19239
OEABDKPE_00877	contig-100_113	19257	20061
OEABDKPE_00878	contig-100_113	20074	20545
OEABDKPE_00879	contig-100_113	20546	20945
OEABDKPE_00880	contig-100_113	20941	21625
OEABDKPE_00881	contig-100_113	21637	22051
OEABDKPE_00882	contig-100_113	22068	23661
OEABDKPE_00883	contig-100_113	23676	25209
OEABDKPE_00884	contig-100_113	25209	25977
OEABDKPE_00885	contig-100_113	25979	28157
OEABDKPE_00886	contig-100_113	28169	29498
OEABDKPE_00887	contig-100_113	29494	30340
OEABDKPE_00888	contig-100_113	30323	31907
OEABDKPE_00889	contig-100_113	31870	32275
OEABDKPE_00890	contig-100_113	32564	32699
OEABDKPE_00891	contig-100_113	32843	33314
OEABDKPE_00892	contig-100_113	33313	33925
OEABDKPE_00893	contig-100_113	33921	35139
OEABDKPE_00894	contig-100_113	35116	35497
OEABDKPE_00895	contig-100_113	35666	36317
OEABDKPE_00896	contig-100_113	36513	37176
OEABDKPE_00897	contig-100_113	37189	37927
OEABDKPE_00898	contig-100_113	37949	39806
OEABDKPE_00899	contig-100_113	39835	41230
OEABDKPE_00900	contig-100_113	41363	42632
OEABDKPE_00901	contig-100_113	42684	43209
OEABDKPE_00902	contig-100_113	43217	43403
OEABDKPE_00903	contig-100_113	43382	43946
OEABDKPE_00904	contig-100_113	43948	44824
OEABDKPE_00905	contig-100_113	44861	45611
OEABDKPE_00906	contig-100_113	45643	46111
OEABDKPE_00907	contig-100_113	46141	46945
OEABDKPE_00908	contig-100_113	46941	48129
OEABDKPE_00909	contig-100_113	48227	49178
OEABDKPE_00910	contig-100_113	49300	50362
OEABDKPE_00911	contig-100_113	50629	52561
OEABDKPE_00912	contig-100_113	52632	53763
OEABDKPE_00913	contig-100_113	53763	54573
OEABDKPE_00914	contig-100_113	54547	54838
OEABDKPE_00915	contig-100_113	54840	56850
OEABDKPE_00916	contig-100_113	56839	58036
OEABDKPE_00917	contig-100_113	58029	58515
OEABDKPE_00918	contig-100_113	58498	58777
OEABDKPE_00919	contig-100_113	58773	60051
OEABDKPE_00920	contig-100_113	60047	60392
OEABDKPE_00921	contig-100_113	60472	61321
OEABDKPE_00922	contig-100_113	61317	62166
OEABDKPE_00923	contig-100_113	62328	63495
OEABDKPE_00924	contig-100_113	63584	64706
OEABDKPE_00926	contig-100_113	65651	67094
OEABDKPE_00927	contig-100_113	67090	67354
OEABDKPE_00928	contig-100_113	67350	68070
OEABDKPE_00929	contig-100_113	68088	68895
OEABDKPE_00930	contig-100_113	68964	70128
OEABDKPE_00931	contig-100_113	70318	71077
OEABDKPE_00932	contig-100_113	71077	72343
OEABDKPE_00933	contig-100_113	72501	72999
OEABDKPE_00934	contig-100_113	73256	74273
OEABDKPE_00936	contig-100_113	74403	74871
OEABDKPE_00937	contig-100_113	74867	75596
OEABDKPE_00938	contig-100_113	75588	76341
OEABDKPE_00939	contig-100_113	76561	78004
OEABDKPE_00940	contig-100_113	78003	78144
OEABDKPE_00941	contig-100_113	78177	80172
OEABDKPE_00942	contig-100_113	80168	80975
OEABDKPE_00943	contig-100_113	80974	81928
OEABDKPE_00944	contig-100_113	81917	82940
OEABDKPE_00948	contig-100_113	83607	84717
OEABDKPE_00949	contig-100_113	84787	85750
OEABDKPE_00950	contig-100_113	85703	86918
OEABDKPE_00951	contig-100_113	86917	88108
OEABDKPE_00952	contig-100_113	88153	88810
OEABDKPE_00953	contig-100_113	88796	89603
OEABDKPE_00954	contig-100_113	89599	90778
OEABDKPE_00955	contig-100_113	90833	91553
OEABDKPE_00956	contig-100_113	91566	91785
OEABDKPE_00957	contig-100_113	91768	93958
OEABDKPE_00958	contig-100_113	93970	95173
OEABDKPE_00959	contig-100_113	95172	96270
OEABDKPE_01555	contig-100_1136	1562	3248
OEABDKPE_01556	contig-100_1136	3382	4735
OEABDKPE_01557	contig-100_1136	4751	5333
OEABDKPE_01558	contig-100_1136	5375	6680
OEABDKPE_01559	contig-100_1136	6682	7000
OEABDKPE_01560	contig-100_1136	7011	7740
OEABDKPE_01561	contig-100_1136	7736	8816
OEABDKPE_01562	contig-100_1136	8812	10201
OEABDKPE_01563	contig-100_1136	10197	11205
OEABDKPE_01564	contig-100_1136	11201	11774
OEABDKPE_01565	contig-100_1308	1638	2766
OEABDKPE_01566	contig-100_1308	2752	3490
OEABDKPE_01567	contig-100_1308	3482	3815
OEABDKPE_01568	contig-100_1308	3817	4153
OEABDKPE_01569	contig-100_1308	4133	4874
