GeneID	ContigID	Start	End
IANEBPDN_00002	contig-100_2331	469	715
IANEBPDN_00003	contig-100_2331	847	1126
IANEBPDN_00004	contig-100_2331	1136	1862
IANEBPDN_00005	contig-100_2331	1875	2586
IANEBPDN_00006	contig-100_2331	2597	2792
IANEBPDN_00007	contig-100_2331	2807	3842
IANEBPDN_00008	contig-100_2331	3847	4315
IANEBPDN_00009	contig-100_2336	783	1221
IANEBPDN_00010	contig-100_2336	1286	1643
IANEBPDN_00011	contig-100_2336	2098	2920
IANEBPDN_00012	contig-100_2336	2958	3609
IANEBPDN_00013	contig-100_2469	497	1664
IANEBPDN_00014	contig-100_2469	1779	3450
IANEBPDN_00015	contig-100_2630	1	1819
IANEBPDN_00016	contig-100_2656	5	1088
IANEBPDN_00017	contig-100_2656	1153	1546
IANEBPDN_00018	contig-100_2656	1542	2595
IANEBPDN_00019	contig-100_2656	3103	3691
IANEBPDN_00020	contig-100_2744	381	1680
IANEBPDN_00021	contig-100_2744	1725	2832
IANEBPDN_00022	contig-100_2744	2858	3524
IANEBPDN_00023	contig-100_2829	2	377
IANEBPDN_00024	contig-100_2829	411	2451
IANEBPDN_00025	contig-100_2829	2548	3454
IANEBPDN_00026	contig-100_2832	28	271
IANEBPDN_00027	contig-100_2832	305	1265
IANEBPDN_00028	contig-100_2832	1267	2032
IANEBPDN_00029	contig-100_2832	2055	2322
IANEBPDN_00030	contig-100_2940	39	1770
IANEBPDN_00032	contig-100_2948	1158	1665
IANEBPDN_00033	contig-100_2948	1805	2714
IANEBPDN_00034	contig-100_2948	2830	3313
IANEBPDN_00035	contig-100_3037	235	661
IANEBPDN_00036	contig-100_3037	1352	1907
IANEBPDN_00037	contig-100_3037	2071	2977
IANEBPDN_00038	contig-100_3060	981	1860
IANEBPDN_00039	contig-100_3060	1874	3185
IANEBPDN_00040	contig-100_3146	932	1217
IANEBPDN_00041	contig-100_3146	1213	1762
IANEBPDN_00042	contig-100_3146	1826	2459
IANEBPDN_00043	contig-100_3148	393	2205
IANEBPDN_00044	contig-100_3148	2546	3113
IANEBPDN_00045	contig-100_3263	91	340
IANEBPDN_00046	contig-100_3263	346	787
IANEBPDN_00047	contig-100_3263	1084	1714
IANEBPDN_00048	contig-100_3263	1725	2529
IANEBPDN_00049	contig-100_3271	164	776
IANEBPDN_00050	contig-100_3271	778	1216
IANEBPDN_00051	contig-100_3271	1224	1908
IANEBPDN_00052	contig-100_3271	1907	2849
IANEBPDN_00053	contig-100_3293	106	1249
IANEBPDN_00054	contig-100_3293	1288	1915
IANEBPDN_00055	contig-100_3293	2019	2481
IANEBPDN_00056	contig-100_3299	1015	1300
IANEBPDN_00057	contig-100_3299	1453	2914
IANEBPDN_00058	contig-100_3315	14	656
IANEBPDN_00059	contig-100_3315	667	1498
IANEBPDN_00060	contig-100_3315	1509	2703
IANEBPDN_00061	contig-100_3321	106	1027
IANEBPDN_00062	contig-100_3321	1023	1563
IANEBPDN_00063	contig-100_3321	1559	2267
IANEBPDN_00065	contig-100_3321	2547	2718
IANEBPDN_00066	contig-100_3321	2724	2970
IANEBPDN_00067	contig-100_3336	60	564
IANEBPDN_00068	contig-100_3336	570	819
IANEBPDN_00069	contig-100_3336	822	1611
IANEBPDN_00073	contig-100_3336	2695	2914
IANEBPDN_00074	contig-100_3356	32	1661
IANEBPDN_00075	contig-100_3380	17	644
IANEBPDN_00076	contig-100_3380	918	1479
IANEBPDN_00077	contig-100_3380	1462	2533
IANEBPDN_00078	contig-100_3382	15	174
IANEBPDN_00079	contig-100_3382	329	791
IANEBPDN_00080	contig-100_3382	846	1032
IANEBPDN_00081	contig-100_3382	1599	2445
IANEBPDN_00082	contig-100_3385	1186	1501
IANEBPDN_00083	contig-100_3385	1497	2208
IANEBPDN_00084	contig-100_3385	2281	2893
IANEBPDN_00085	contig-100_3420	6	633
IANEBPDN_00086	contig-100_3420	625	1660
IANEBPDN_00087	contig-100_3420	1701	2832
IANEBPDN_00088	contig-100_3426	96	1167
IANEBPDN_00089	contig-100_3432	1605	2367
IANEBPDN_00090	contig-100_3432	2363	2819
IANEBPDN_00091	contig-100_3531	66	348
IANEBPDN_00092	contig-100_3531	508	1726
IANEBPDN_00093	contig-100_3531	1743	2628
IANEBPDN_00094	contig-100_3635	339	1296
IANEBPDN_00095	contig-100_3635	1426	2698
IANEBPDN_00096	contig-100_3759	285	2448
IANEBPDN_00097	contig-100_3775	1577	2561
IANEBPDN_00098	contig-100_3791	621	1143
IANEBPDN_00099	contig-100_3791	1167	2073
IANEBPDN_00100	contig-100_3791	2178	2490
IANEBPDN_00101	contig-100_3804	11	413
IANEBPDN_00102	contig-100_3804	681	1569
IANEBPDN_00103	contig-100_3804	1631	2564
IANEBPDN_00104	contig-100_3819	388	565
IANEBPDN_00105	contig-100_3819	698	1940
IANEBPDN_00106	contig-100_3819	1948	2272
IANEBPDN_00107	contig-100_3882	1529	2366
IANEBPDN_00108	contig-100_3915	292	742
IANEBPDN_00109	contig-100_3915	781	1648
IANEBPDN_00110	contig-100_3915	1670	1823
IANEBPDN_00111	contig-100_3915	1986	2490
IANEBPDN_00112	contig-100_3975	144	606
IANEBPDN_00113	contig-100_3975	833	1583
IANEBPDN_00114	contig-100_3975	1597	2401
IANEBPDN_00115	contig-100_3980	111	576
IANEBPDN_00116	contig-100_3980	738	2121
IANEBPDN_00117	contig-100_3980	2214	2421
IANEBPDN_00118	contig-100_4024	261	1278
IANEBPDN_00119	contig-100_4024	1475	2111
IANEBPDN_00120	contig-100_4037	49	1282
IANEBPDN_00121	contig-100_4037	1492	1675
IANEBPDN_00122	contig-100_4037	1744	2425
IANEBPDN_00123	contig-100_4042	209	713
IANEBPDN_00124	contig-100_4042	843	1446
IANEBPDN_00125	contig-100_4042	1621	2440
IANEBPDN_00126	contig-100_4101	1130	2333
IANEBPDN_00127	contig-100_4346	1579	1945
IANEBPDN_00128	contig-100_4357	211	2125
IANEBPDN_00129	contig-100_4379	105	1953
IANEBPDN_00130	contig-100_4405	1156	2158
IANEBPDN_00131	contig-100_4451	16	796
IANEBPDN_00132	contig-100_4451	841	1219
IANEBPDN_00133	contig-100_4451	1421	2117
IANEBPDN_00134	contig-100_4496	98	1070
IANEBPDN_00135	contig-100_4496	1219	1738
IANEBPDN_00136	contig-100_4496	1782	2223
IANEBPDN_00137	contig-100_4711	199	358
IANEBPDN_00138	contig-100_4711	757	1981
IANEBPDN_00139	contig-100_4820	9	624
IANEBPDN_00140	contig-100_4820	810	1896
IANEBPDN_00141	contig-100_4840	13	823
IANEBPDN_00142	contig-100_4840	843	2037
IANEBPDN_00143	contig-100_5001	0	189
IANEBPDN_00144	contig-100_5001	534	1602
IANEBPDN_00145	contig-100_5157	218	626
IANEBPDN_00146	contig-100_5157	647	1343
IANEBPDN_00147	contig-100_5157	1591	1978
IANEBPDN_00148	contig-100_5164	1064	1892
IANEBPDN_00149	contig-100_5180	106	652
IANEBPDN_00150	contig-100_5180	794	1565
IANEBPDN_00151	contig-100_5180	1584	2001
IANEBPDN_00153	contig-100_5222	1411	1969
IANEBPDN_00154	contig-100_5258	279	1923
IANEBPDN_00155	contig-100_5274	223	736
IANEBPDN_00156	contig-100_5274	763	1498
IANEBPDN_00157	contig-100_5274	1629	1923
IANEBPDN_00158	contig-100_5277	124	1204
IANEBPDN_00159	contig-100_5315	729	918
